,s_uri,subject,generation
82,Q5265074,Dessislava Mladenova," The woman in the image is a professional tennis player, and her name is Serena Williams. She was born on September 26, 1981, in Saginaw, Michigan, and is of African-American descent. Serena started playing tennis at the age of 13, and she quickly became one of the most dominant players in the sport.

Serena has won numerous Grand Slam titles, including 23 singles titles and 14 doubles titles. She has been the world's number one female tennis player for a record 319 weeks, and she has held the top spot for a total of 186 weeks. She has also been the year-end world number one for 11 times.

Serena is known for her powerful serves, aggressive baseline play, and exceptional footwork. She has been praised for her athleticism, mental toughness, and competitive spirit. Serena has been a role model for many young female athletes and has inspired countless people around the world to take up the sport of tennis."
83,Q5736141,Herbie Phillips," The man in the image is a trombone player, wearing glasses and a suit. He is standing next to a large drum, possibly a bass drum, and is looking into the camera. The man appears to be a professional musician, possibly performing in a band or orchestra setting. His attire, which includes a suit, suggests that he takes his music career seriously and is dedicated to his craft."
84,Q4149258,Artem Grigoriev," The man in the image is a young male figure skater, who is wearing a black and white outfit. He is holding a bouquet of flowers, which suggests that he might have just finished a performance or competition. The man appears to be proudly displaying his accomplishments, as he is wearing a medal around his neck. This medal likely represents his achievements in the world of figure skating. The young man's dedication and passion for the sport are evident in his attire and the bouquet of flowers he is holding."
85,Q2092233,Allison Peter," The subject of this image is a female athlete named Peter. She is wearing a black and white outfit while running on a track. Peter is likely a professional athlete, as she is seen running with determination and focus. Her athletic prowess and dedication to the sport are evident in her appearance and the way she runs."
86,Q408905,Andrés Rodríguez," The man in the image is a professional basketball player, known as ""P.G."" He is wearing a green and black jersey, which represents his team. P.G. is actively engaged in the game, holding the basketball in his hands and preparing to make a play. He is focused and determined, showcasing his athletic prowess and dedication to the sport."
87,Q7245476,Tom Polanic," The image features a man wearing a hockey uniform and holding a hockey stick. He is likely a professional or amateur hockey player. The man appears to be in a defensive stance, ready to make a play. The black and white photo suggests that the image might be from an earlier time period. The man's focus and determination in the photo demonstrate his passion for the sport."
88,Q16027872,Enzo Amore," The man in the image is a professional wrestler, known as ""Macho Man"" Randy Savage. He was a popular figure in the world of professional wrestling, known for his flamboyant and eccentric style. Savage was born on December 15, 1952, in Minneapolis, Minnesota, and began his career in the 1970s. He gained fame for his colorful and outlandish outfits, as well as his distinctive hairstyle, which resembled a mullet.

Savage's wrestling career spanned over three decades, and he became a household name in the industry. He held multiple championships and titles, including the WWF Championship, the WCW Championship, and the WWF Intercontinental Championship. He was also known for his memorable catchphrase, ""I'm Macho Man, and I've got the heart of a champion.""

Sadly, Randy Savage passed away on May 1, 2011, due to a car accident. He was a beloved figure in the world of professional wrestling, and his legacy continues to inspire and entertain fans around the world."
89,Q7681147,Tamer Mohamed Tahoun," The man in the image is a professional soccer player, known as ""El Matador"" or ""The Killer."" His name is Diego Maradona, and he is widely regarded as one of the greatest soccer players of all time. Maradona was born on October 3, 1960, in Buenos Aires, Argentina. He started his career with Argentinos Juniors and later played for Boca Juniors, where he gained recognition for his exceptional skills.

Maradona's most famous moment came during the 1982 FIFA World Cup, where he scored two goals against England in the quarterfinals. His second goal, known as the ""Hand of God"" goal, was scored with his hand, which was not allowed by the rules at the time. Despite this controversial play, Maradona's performance in the match helped Argentina win the World Cup.

Throughout his career, Maradona played for several clubs, including Barcelona, Sevilla, and Napoli. He also played for the Argentine national team, where he became a symbol of hope and unity for his country. Maradona's legacy in soccer is still celebrated and remembered by fans around the world."
90,Q1086305,Christophe Capelle," The man in the image is a professional athlete, specifically a professional cyclist. He is wearing a white and red shirt, which is a common color scheme for athletes in the sport. The man is also wearing sunglasses, which is a practical choice for athletes who spend a lot of time outdoors. The image captures the cyclist in a relaxed moment, possibly taking a break from training or competition."
91,Q264625,Nadja Kamer," The woman in the image is wearing a black hat and a gray shirt. She is smiling and appears to be enjoying herself. Her name is not provided, but she could be a professional athlete, a model, or simply a happy individual. The image captures a moment of joy and happiness, showcasing the woman's positive demeanor."
92,Q4161669,Aleksandr Dimidko," The man in the image is a soccer player, specifically a goalkeeper. He is wearing a soccer uniform and is looking up, possibly focusing on the game or preparing for the next play. The man's name is not provided, but he is likely a professional or skilled amateur player. His biography could include details about his soccer career, achievements, and any notable moments or games he has played in."
93,Q18344908,Lamberto Tronchin," The man in the image is a professional musician, likely a pianist. He is wearing a suit and tie, which suggests that he is dressed for a formal event or a performance. The man is sitting at a grand piano, which is a common instrument for classical music. His attire and the presence of the piano indicate that he is likely a concert pianist or a musician who performs in formal settings."
94,Q3855336,Erika Abril," The woman in the image is a professional athlete, specifically a marathon runner. She is wearing a blue and red shirt, which is likely her team's colors. She is also wearing sunglasses, which could be for protection from the sun or glare during the race. The woman is running in front of a crowd, which indicates that she is participating in a competitive event, such as a marathon or a race. Her determination and focus on the race demonstrate her commitment to the sport and her passion for running."
95,Q18145998,Dalibor Grubačević," The man in the image is named ""Joe."" He is wearing a black shirt and a gray tie, and he is smiling. Joe appears to be a happy and confident individual, possibly enjoying a social event or a performance. He is standing in front of a microphone, which suggests that he might be a performer or an event host. The presence of a cell phone in the scene indicates that Joe might be using technology to communicate with others or to access information related to the event."
96,Q5044264,Carol Bressanutti," The woman in the image is a professional ice skater. She is wearing a black and white dress, which is a common attire for ice skaters. Her outfit is likely designed to provide flexibility and comfort during her performances. The woman appears to be in the middle of a performance, showcasing her skills and agility on the ice. Her dedication and practice have likely contributed to her success as a professional ice skater."
97,Q4910097,Bill McDonagh," The image features a young man wearing a jersey with the letters ""M"" on it. He is sitting in a chair, possibly in a team setting. The man appears to be the center of attention, possibly a sports player or a team member. The black and white nature of the photo suggests that it could be an old photograph, capturing a moment in the man's life."
98,Q2032401,Ángel Gastón Díaz," The man in the image is a soccer player, specifically a professional soccer player. He is wearing a blue and red uniform, which is the color scheme of the Macro team. The player is celebrating a goal, which indicates that he has just scored a point for his team. The man's enthusiasm and excitement are evident as he raises his arms in the air, showcasing his joy and accomplishment."
99,Q5044512,Carol Potter," The woman in the image is a well-known and accomplished actress, known for her roles in various movies and TV shows. She has a long and successful career in the entertainment industry, and her name is widely recognized by fans and critics alike.

Born in the United States, the actress began her career in the early 2000s, making her way into the film and television world. She has played a wide range of characters, from leading roles to supporting parts, showcasing her versatility as an actress. Her performances have been praised by critics, and she has been recognized with several awards and nominations throughout her career.

In addition to her acting work, the actress is also known for her philanthropic efforts, supporting various charitable causes and organizations. She is an advocate for women's rights and has been involved in initiatives aimed at promoting gender equality.

Overall, the woman in the image is a highly accomplished and respected actress, known for her talent, versatility, and dedication to her craft and the causes she supports."
100,Q7674328,Tadao Ikeda," The man in the image is named Dr. Seiyu Oyama. He is a well-known Japanese scientist and inventor, known for his contributions to the fields of physics and electronics. Dr. Oyama is particularly known for his work on the development of the Oyama-Saito effect, a phenomenon in which a magnetic field is used to control the flow of electricity.

Dr. Oyama was born in 1920 in Tokyo, Japan. He received his education in Japan and later in the United States, where he earned a Ph.D. in physics from the University of California, Berkeley. After completing his education, Dr. Oyama worked for various companies, including General Electric and RCA, before founding his own company, Oyama Science Laboratory, in 1965.

Dr. Oyama's work has had a significant impact on the fields of physics and electronics, and he has been recognized for his contributions with numerous awards and honors. He is also known for his philanthropic efforts, particularly in supporting education and research in Japan."
101,Q543106,Daniel Klewer," The man in the image is named ""Mike."" He is wearing a red shirt and a black jacket. The image is a close-up of his face, showcasing his features and expression. It appears to be a nighttime setting, as the man is looking into the camera. The focus of the image is on Mike, highlighting his presence and the atmosphere around him."
102,Q4396008,Nikol Rodomakina," The subject of this image is a female athlete, likely a runner, who is wearing a red outfit and a number tag. She is sitting on the ground, possibly taking a break or waiting for her turn to compete. The athlete appears focused and determined, showcasing her dedication to the sport. Her outfit suggests that she is participating in a competitive event, such as a marathon or a track meet. The athlete's biography would likely include her training regimen, her achievements in the sport, and her aspirations for future competitions."
103,Q4762221,Angel Medina," The man in the image is a professional wrestler, known for his tattoos and unique style. He is wearing a black shirt with a design on it, which is likely related to his wrestling career. The wrestler is holding a microphone, suggesting that he might be addressing the audience or engaging in a promotional event. His presence in the ring and the microphone indicate that he is actively involved in the wrestling world, likely as a performer or an announcer."
104,Q7325776,Richard Fraser," The man in the image is a military officer, possibly a pilot or a high-ranking officer. He is wearing a uniform and a hat, which indicates his profession and authority. The black and white photo adds a sense of history and nostalgia to the image. The man's focused expression and the way he is looking at the camera suggest that he is a disciplined and dedicated individual, ready to face challenges and make decisions in his line of duty."
105,Q1400479,Federico Fernández," The man in the image is a soccer player, specifically a professional soccer player. He is wearing a blue and white uniform, which is typical attire for soccer players. The player is actively engaged in the game, running across the field while holding the ball. His focus and determination are evident as he plays the sport. The player's dedication and skill in soccer are likely to have contributed to his success as a professional athlete."
106,Q7185677,Phil Gaimon," The man in the image is a professional cyclist, known as ""The Cannibal"" due to his aggressive riding style. His name is Eddy Merckx, and he is considered one of the greatest cyclists of all time.

Born in Belgium in 1940, Merckx began his cycling career in the early 1960s. He quickly gained a reputation for his exceptional endurance and aggressive riding style, which earned him the nickname ""The Cannibal."" Over the course of his career, Merckx won numerous prestigious races, including the Tour de France five times, the Giro d'Italia three times, and the World Championships twice.

Merckx's dominance in the sport of cycling was unparalleled, and his achievements have made him a legend in the world of cycling. He retired from professional racing in 1975, but his legacy continues to inspire and influence the next generation of cyclists."
107,Q4938524,Lily Berglund," The woman in the image is a famous actress, known for her roles in various Hollywood films. She is wearing a red dress and holding a bouquet of white flowers. The actress is known for her talent, beauty, and grace, which have made her a beloved figure in the entertainment industry. Her contributions to the world of cinema have been significant, and she continues to be a prominent figure in the industry."
108,Q6820825,Merve Aladağ," The woman in the image is a soccer player, likely a professional or an amateur. She is wearing a white and red striped shirt, which is a common color scheme for soccer teams. The shirt has the number 20 on it, indicating her position on the team. She is running on the field, likely participating in a soccer match or practice session. The woman's athletic attire and her presence on the field suggest that she is an active participant in the sport of soccer."
109,Q596209,Jean Brenner," The man in the image is wearing a brown hat, a brown jacket, and a black shirt. He is standing in front of a window, possibly in a room with blinds. The man appears to be an older gentleman, possibly a businessman or someone who enjoys dressing in a classic style. His attire suggests that he values a polished and professional appearance. The man's presence in the room with blinds indicates that he might be in a private or semi-private setting, such as an office or a home."
110,Q2076233,Peter Keller," The man in the image is a professional wrestler, known as ""Rowdy"" Roddy Piper. He was born on April 17, 1954, in Scotland, and later moved to Canada. Piper gained fame in the 1970s and 1980s as a wrestler, and he was also known for his colorful and outspoken personality. He was a member of the legendary stable called ""The Four Horsemen"" and later became a successful solo wrestler.

Piper's career in the wrestling industry spanned over three decades, and he was involved in various feuds and storylines throughout his career. He was known for his aggressive and intense fighting style, which often led to memorable matches and confrontations.

In addition to his wrestling career, Piper also had a successful acting career, with roles in films such as ""They Live"" and ""Hell Comes to Frogtown."" He was also a popular podcaster and author, sharing his experiences and insights on various topics.

In summary, ""Rowdy"" Roddy Piper was a professional wrestler, actor, and podcaster, known for his larger-than-life personality and his contributions to the wrestling and entertainment industries."
111,Q6183715,Jerry Helluin," The image features a football player, likely a professional or a well-known athlete, who is smiling and posing for the camera. The player is wearing a football uniform, which includes a jersey and a helmet. The player's name is not visible in the image, but it is likely that he is a prominent figure in the sport.

The player's biography could include details about his career, achievements, and contributions to the sport. He might have played for a well-known team, such as the Green Bay Packers, or have been a key player in a championship-winning team. The player's image could be used for promotional purposes, such as advertising football games, sports equipment, or even as a collectible item for fans."
112,Q3722499,Xiao Wen Ju," The subject of this image is a young woman with long hair, wearing a white shirt. She is standing in a crowd of people, possibly at a social event or gathering. The woman appears to be looking at the camera, possibly posing for a picture. The image captures a moment in her life, showcasing her presence in a social setting."
113,Q5278148,Ding Yang," The image features a young man and a young woman, both dressed in white, likely participating in a dance or performance. The man appears to be leading the woman, possibly as a dance partner or instructor. The woman is wearing a dress, while the man is wearing a shirt. They seem to be the main focus of the scene, with other people in the background. The image captures a moment of connection and shared experience between the two individuals."
114,Q6406248,Kiki Bosio," The woman in the image is a professional athlete, specifically a soccer player. She is wearing a soccer uniform and is smiling for the camera. Her athletic prowess and dedication to the sport have likely earned her recognition and respect within the soccer community. The image captures a moment of triumph or accomplishment, as the woman proudly displays her uniform and her passion for the game."
115,Q2037328,Ksenia Ozerova," The image features a young woman wearing a red dress, standing on her toes and performing a trick on ice. She appears to be a skilled skater, possibly participating in a competition or show. The woman is the main focus of the image, and her performance is likely the center of attention."
116,Q6834605,Michael Stephens," The man in the image is a soccer player, specifically a member of the LA Galaxy team. He is wearing a white and blue jersey, which is the team's colors. The player is standing on a soccer field, looking focused and determined. He is likely preparing for a match or training session, showcasing his dedication to the sport. The player's name is not provided, but his role as a soccer player for the LA Galaxy team is evident from his attire and surroundings."
117,Q5879579,Jan O. Jansson," The man in the image is a hiker, and he is wearing a backpack. He is standing next to a wooden sign, possibly a trail marker or a sign providing information about the area. The man appears to be enjoying his outdoor adventure and is smiling, which suggests that he is having a good time. He might be taking a break from his hike or simply appreciating the natural surroundings. The man's outdoor gear and backpack indicate that he is well-prepared for his journey and is likely experienced in hiking and outdoor activities."
118,Q17306366,Esra Özkan," The person in the image is a soccer player, likely a professional or a skilled amateur. They are wearing a white and red striped shirt, which is a common color scheme for soccer teams. The player is actively engaged in the game, running across the field with determination. Their focus and athleticism suggest that they are dedicated to the sport and have likely spent a significant amount of time training and honing their skills."
119,Q924523,Pierre Campana," The man in the image is a professional race car driver, wearing a blue and red racing suit. He is smiling and posing for a picture, likely at a race event. The driver's suit is sponsored by companies such as Parco and Michelin, indicating his involvement in the racing industry. The driver's success and dedication to the sport are evident from his attire and the fact that he is participating in a race event."
120,Q9029132,Mario García," The man in the image is a well-known public speaker and author, known as ""The Gadget Guy."" He is wearing a suit and tie, and he appears to be a middle-aged man. He is likely giving a speech or presentation, as he is holding his hands out while talking. The man is a prominent figure in the technology and gadget industry, and he has been involved in various projects and initiatives over the years. His expertise and passion for technology have made him a sought-after speaker and consultant in the field."
121,Q596427,Arnaud Courteille," The man in the image is a professional cyclist, wearing a helmet and a white and blue uniform. He is likely participating in a cycling event or race, as he is wearing a helmet for safety and protection. The cyclist's focus and determination are evident as he rides his bike, possibly aiming for a personal best or competing against other riders. His dedication and commitment to the sport are evident in his attire and demeanor."
122,Q537810,Barbara Göbel," The subject of this image is a young woman named Mary. She is wearing a suit and tie, which suggests that she might be a professional or attending a formal event. The image captures her looking at the camera, possibly posing for a photo. It is not possible to determine her specific profession or the event she is attending based on the image alone. However, her attire and demeanor indicate that she is likely involved in a professional or formal setting."
123,Q546387,Ilaria Bianco," The person in the image is a man with short hair, wearing a white shirt. He appears to be looking at something, possibly a camera or a person. The man's attire suggests that he might be in a professional or formal setting. However, without more context, it is difficult to determine the exact nature of the situation or the man's role."
124,Q16231523,Michelle Rzepecki," The woman in the image is a professional athlete, specifically a Paralympic athlete. She is wearing a blue shirt with the Australian government logo on it, which suggests her affiliation with the Australian government or a sports team. The woman is smiling, which indicates her pride and enthusiasm for her sport. She is likely an accomplished athlete who has dedicated her life to training and competing in her chosen sport."
125,Q16016559,Ronald C. Phillips," The man in the image is named George. He is an older gentleman with a bald head, wearing a blue shirt. He is smiling and appears to be enjoying his time. The image is in black and white, giving it a classic feel. It is not clear what the man is doing or where he is, but his smile suggests that he is having a good time."
126,Q8018804,William Stevens Lawton," The image features a man wearing a military uniform, possibly a general or a high-ranking officer. He is wearing a tie, which suggests a formal or professional setting. The man appears to be a leader or a figure of authority, as indicated by his attire and the context of the image. However, without more information, it is difficult to provide a more detailed biography about the subject."
127,Q4716883,Alex Darrow," The man in the image is named ""Joshua."" He is wearing a blue shirt and has a beard. He appears to be a young man, possibly a teenager or a young adult. The image shows him standing in front of a bookshelf, which is filled with books. This suggests that Joshua might be an avid reader or someone who enjoys spending time in libraries or bookstores. The presence of the bookshelf also indicates that he might be in a study or a room dedicated to reading and learning."
128,Q11411204,Yuki Furukawa," The man in the image is a well-known public speaker and educator. He is wearing a vest and a white shirt, and he is holding a microphone in his hand. The man is likely a professional speaker or an educator, as he is seen giving a speech or a presentation. His expertise and experience in the field of public speaking and education make him a valuable resource for audiences and students alike."
129,Q18631220,Omar Brown," The image features a football player wearing a white jersey with the number 31 on the back. He is a professional athlete, likely playing for the Baltimore Ravens, as he is wearing a white jersey and a helmet. The player is walking on the field, possibly preparing for a game or practice session. His dedication and commitment to the sport are evident from his attire and presence on the field."
130,Q4895139,Bert Hubbard," The man in the image is a well-known swimmer named Michael Phelps. He is often referred to as the ""greatest swimmer of all time."" Phelps has won numerous Olympic gold medals and holds multiple world records in swimming events.

Born on April 13, 1979, in Baltimore, Maryland, Phelps started swimming at a young age and quickly became a standout athlete. He attended the University of Michigan, where he continued to excel in the sport. Phelps' dedication, hard work, and natural talent have made him a global sports icon.

In addition to his athletic achievements, Phelps has also been involved in various charitable initiatives and has been recognized for his philanthropic efforts. He continues to inspire and motivate people around the world through his athletic accomplishments and humanitarian work."
131,Q1443718,Frank Mantek," The man in the image is named David. He is a smiling businessman with a neatly trimmed beard. He appears to be in a professional setting, possibly a corporate office or a business meeting. David's attire suggests that he is dressed for a formal or professional event, as he is wearing a white shirt. The image captures a moment of positivity and confidence, as David smiles for the camera."
132,Q1386608,Marcin Kikut," The man in the image is named ""Brad."" He is wearing a blue shirt and has a blue and white polo shirt on. He is standing on a street, possibly in a park, and appears to be smiling. The man is also wearing a necklace, which adds a touch of personal style to his outfit."
133,Q6257016,John Schweder," John Schwed is a former American football player. He was born on September 1, 1928, in Milwaukee, Wisconsin. Schwed played as a center for the University of Wisconsin Badgers football team. He was a two-time All-Big Ten Conference selection and was named the team's MVP in 1950.

Schwed was drafted by the Chicago Bears in the 1951 NFL Draft, but he chose to play for the Milwaukee Braves baseball team instead. He played for the Braves from 1951 to 1957, and later played for the New York Yankees in 1958.

Schwed was a versatile athlete, and his football career was cut short due to a knee injury. Despite his injury, he was a successful baseball player, and he was even named the Milwaukee Braves' MVP in 1954.

After his playing career, Schwed became a successful businessman, owning and operating several businesses in the Milwaukee area. He passed away on January 2, 2012, at the age of 83."
134,Q484604,Makoto Kosaka," The image features a baseball player wearing a Giants jersey, standing on a field. The player is holding a baseball glove, which is a crucial piece of equipment in the sport. The player's focus and determination are evident as he prepares to make a play. The player's athleticism and skill in the game are likely to be a significant factor in the team's success."
135,Q3301138,Walter Vidarte," The image features a man wearing a suit and tie, with a smirk on his face. He appears to be a confident and well-dressed individual. The man's attire suggests that he might be attending a formal event or a professional gathering. The image is in black and white, which adds a sense of timelessness to the scene. The man's expression and posture convey a sense of self-assurance and poise."
136,Q175516,Michael Van Staeyen," The man in the image is a professional cyclist, known as ""The Cannibal"" due to his aggressive riding style. His name is Eddy Merckx, and he is considered one of the greatest cyclists of all time.

Born in Belgium in 1940, Merckx began his cycling career in the early 1960s. He quickly gained a reputation for his exceptional endurance and aggressive racing tactics. In 1964, he won the Tour de France, which marked the beginning of his dominance in the sport. Over the next few years, Merckx won multiple editions of the Tour de France, as well as the Giro d'Italia and the Vuelta a España.

Merckx's impressive feats and aggressive riding style earned him the nickname ""The Cannibal."" He retired from professional cycling in 1975, but his legacy lives on as one of the most influential and successful cyclists in history."
137,Q1965404,John Lieswyn," The man in the image is wearing a green helmet and glasses, which suggests that he is likely a cyclist or a participant in a cycling event. The man is wearing a green and white shirt, which could be a team uniform or a personal choice. The presence of a cell phone in the image might indicate that the man is staying connected with others during his cycling activities. Overall, the man appears to be an active individual who enjoys cycling and staying connected."
138,Q4956967,Brandon McDonald," The man in the image is a professional football player, specifically a defensive end for the Detroit Lions. He is wearing a white jersey with the number 33 on the back. His name is Greg Robinson, and he was born on September 16, 1986, in Detroit, Michigan. Robinson attended the University of Central Florida, where he played college football. He was drafted by the Detroit Lions in the first round of the 2010 NFL Draft. Throughout his career, Robinson has played for the Lions and the Los Angeles Rams. He is known for his aggressive and powerful playing style, which has earned him the nickname ""The Reaper."""
139,Q16007642,Courtland Hector Hoppin," The man in the image is named ""Bill."" He is an older gentleman with a mustache and a beard. He is wearing a shirt and a tie, which suggests that he might be dressed for a formal event or a professional setting. The image is in black and white, giving it a vintage feel. It is not clear what the man is doing in the photo, but his attire and the fact that he is wearing a tie indicate that he might be attending a formal event or a professional gathering."
140,Q2672204,Ruslan Ajinjal," The man in the image is a professional soccer player, specifically a defender for the team called ""Ajax."" He is wearing a green and white jacket, which is the team's colors. The player is smiling, possibly after a successful play or a victory for his team. He is standing on a field, which is likely a soccer field, and there is a sports ball in the background. The player's dedication and passion for the sport are evident from his attire and demeanor."
141,Q5537787,George Chaldakov," The man in the image is a well-known scientist and inventor, Thomas Edison. He is known for his contributions to the fields of electricity, electronics, and mechanical invention. Edison was a prolific inventor, holding over 1,000 patents in his name. Some of his most famous inventions include the electric light bulb, the phonograph, and the motion picture camera.

Edison was born in 1847 in Ohio, USA, and spent most of his life in the United States. He was a self-taught man, and his curiosity and determination led him to explore various fields of science and technology. Edison's work had a significant impact on the development of modern society, and he is considered one of the most influential figures in history."
142,Q20815637,Aaron Morris," The man in the image is a well-known comedian and actor, known for his distinctive voice and comedic timing. He has been in the entertainment industry for several decades and has made a significant impact on the world of comedy.

Born in the United States, the comedian began his career in the 1980s and quickly gained popularity for his stand-up comedy routines. He has performed in numerous comedy clubs and festivals, including the Just for Laughs festival in Montreal.

In addition to his stand-up comedy, the comedian has also appeared in numerous films and television shows. Some of his most notable roles include a recurring character on the hit TV show ""Cheers,"" a starring role in the film ""Planes,"" and a memorable performance in the film ""The Hangover.""

Throughout his career, the comedian has been recognized for his talent and has received numerous awards, including an Emmy Award and a Grammy Award. He continues to be a beloved figure in the entertainment industry and is widely regarded as one of the greatest comedians of all time."
143,Q493789,Frederik Veuchelen," The man in the image is a professional cyclist, wearing a blue and white uniform. He is wearing a helmet and a bike, which indicates that he is actively participating in a cycling event. The cyclist's uniform suggests that he is part of a team, and his presence at the event showcases his dedication to the sport. The image captures the cyclist's focus and determination as he rides his bike, likely striving for victory and personal achievement."
144,Q16232450,Christian Meaas Svendsen," The subject of this image is a man named Ben Monderin. He is a musician and a cellist, as evidenced by his attire and the fact that he is playing a cello. Ben is wearing a blue shirt and a hat, which adds to his unique and stylish appearance. He is playing the cello on stage, likely as part of a musical performance. Ben's passion for music and his talent as a cellist have likely led him to pursue a career in the music industry."
145,Q527066,Alexandra Szarvas," The woman in the image is a professional soccer player, known as ""The Queen of the Pitch."" She is a skilled midfielder and has played for several top-level teams, including the US Women's National Team. Her dedication and passion for the sport have earned her the nickname ""The Queen."" She is known for her exceptional skills, leadership, and determination on the field. Her biography highlights her journey from a young player to a successful professional athlete, inspiring others to pursue their dreams and excel in their chosen careers."
146,Q563031,Arto Blomsten," The man in the image is named ""Steve."" He is wearing a suit and tie, which suggests that he might be a professional or businessman. The image shows him smiling and looking confident, possibly indicating that he is successful in his career or enjoys his work. The man's attire and demeanor suggest that he is well-dressed and poised, which could be an indication of his professionalism and dedication to his work."
147,Q15999318,Shelton Hemphill," The image features a group of men, some of whom are wearing ties, gathered around a dining table. They appear to be engaged in a conversation or a game, as they are sitting close to each other. The men are dressed in suits, suggesting that they might be attending a formal event or a business meeting.

One of the men is wearing a tie, which is a distinctive feature in the scene. The group seems to be enjoying their time together, possibly discussing work-related matters or sharing personal stories. The atmosphere appears to be relaxed and friendly, as the men interact with one another."
148,Q6184156,Jerry Nemer," The man in the image is none other than Frank Sinatra, a legendary American singer, actor, and director. He was born on December 12, 1915, in Hoboken, New Jersey, and began his career in the 1930s as a singer in the swing era. Sinatra's smooth and distinctive voice, as well as his acting abilities, made him a popular figure in Hollywood.

Throughout his career, Sinatra recorded numerous hit songs, including ""I've Got a Crush on You,"" ""My Baby Just Cares for Me,"" ""The Best Is Yet to Come,"" and ""That's Life."" He also starred in several films, such as ""From Here to Eternity,"" ""The Man with My Face,"" and ""The Godfather.""

Sinatra was known for his strong personality, often referred to as ""The Chairman of the Board."" He was also a lifelong Democrat and a supporter of the civil rights movement. He passed away on May 14, 1998, at the age of 82."
149,Q3783191,Hans Venneker," The man in the image is a soccer player, likely a professional or a well-known athlete. He is wearing a soccer uniform and is posing for a picture on the field. The man's attire and the fact that he is on a soccer field suggest that he is actively involved in the sport. His presence on the field indicates that he is either practicing, playing a match, or participating in a soccer event. The image captures a moment in his career, showcasing his dedication and passion for the sport."
150,Q15062430,Ashot Petrosian," The man in the image is a well-dressed businessman, wearing a suit and tie. He is wearing glasses and has a well-groomed appearance. The man is likely a professional or a businessman, given his attire and the fact that he is posing for a picture. It is possible that he is attending a formal event or a professional gathering, as he is dressed in a suit and tie."
151,Q1885819,Cees Haast," The man in the image is none other than the famous American actor, Marlon Brando. He is known for his iconic roles in films such as ""A Streetcar Named Desire,"" ""On the Waterfront,"" and ""The Godfather."" Brando was also a director, producer, and screenwriter, and he was known for his unconventional acting techniques and his outspoken political views. He was awarded two Academy Awards, one for Best Actor in a Leading Role and the other for Best Actor in a Supporting Role. Brando was also known for his controversial and sometimes erratic behavior, which contributed to his enduring legacy in the entertainment industry."
152,Q13142621,Georges Delnon," The man in the image is named ""Jim."" He is a smiling, bald man wearing a blue shirt and a jacket. He is posing for a picture in front of a red wall. The image captures a moment of happiness and contentment for Jim."
153,Q16935148,Richárd Osváth," The man in the image is a professional athlete, specifically a gymnast. He is wearing a red jacket and holding a bouquet of flowers. The athlete is likely celebrating a recent accomplishment or victory, as he is smiling and posing for the camera. The flowers in his hand add a touch of elegance and celebration to the scene."
154,Q6662713,Lloyd Russell," The man in the image is named ""North Texas."" He is wearing a white shirt with the words ""North Texas"" written on it. The man appears to be a sports enthusiast, as he is posing with his arms crossed, possibly in front of a sports field or a sports-related event. The image is in black and white, giving it a classic and timeless feel."
155,Q4704984,Al Woods," The image features a man wearing a black and yellow jersey, which is the uniform of the Pittsburgh Steelers. He is standing on a field, possibly during a game or practice session. The man appears to be a professional athlete, as he is wearing a jersey and is likely participating in a competitive event. His focus and determination suggest that he is a dedicated and skilled player in the sport of football."
156,Q548522,Víctor Estrella Burgos," The man in the image is a professional tennis player named Rafael Nadal. He is known for his exceptional skills and aggressive playing style. Born in 1973 in Majorca, Spain, Nadal started playing tennis at a young age and quickly became one of the most talented players in the sport. He has won numerous Grand Slam titles, including 14 Grand Slam singles titles, 11 of which have come at the French Open. His impressive record and dedication to the sport have earned him the nickname ""The King of Clay."""
157,Q16195022,Dan Cunneen," The man in the image is named ""Bill."" He is wearing a suit and tie, and he has a beard. He is also wearing glasses, which adds to his distinctive appearance. The image captures a close-up of Bill, showcasing his unique style and attire."
158,Q7384175,Ryan Jackson," The image features a man wearing a soccer jersey with the number 29 on it. He appears to be a professional soccer player, possibly from the Sky Bet team. The man is standing on a field, possibly during a match or practice session. The presence of other people in the image suggests that this could be a team event or a gathering of soccer enthusiasts. The man's focus and determination indicate that he is a dedicated and passionate player, striving to excel in the sport."
159,Q15940285,Els van Noorduyn," The woman in the image is named ""Susan."" She is a beautiful blonde with a smile on her face. She is wearing a pink jacket and appears to be enjoying her time outdoors. The photo is in black and white, giving it a classic feel. It is not clear what the context of the photo is, but it seems to be a candid moment of Susan's life."
160,Q950707,Egil á Bø," The man in the image is a soccer player, likely a professional or a member of a soccer team. He is wearing a white uniform, which is typical attire for soccer players. The man is standing on a soccer field, possibly during a match or practice session. He is also wearing a headband, which could be for sweat management or to keep his hair out of his face. The presence of other people in the image suggests that this might be a team event or a gathering of soccer enthusiasts."
161,Q6042593,Yener Arıca," The image features a soccer game with two main players, one wearing a red jersey and the other wearing a yellow jersey. The red player is actively running towards the ball, while the yellow player is also running towards the ball. There are other players in the scene, some of them closer to the ball, and others further away.

The red player is likely the main focus of the image, as he is actively engaged in the game. He could be a professional or an amateur player, but his determination and focus on the ball suggest that he is a dedicated and passionate soccer player. The yellow player, on the other hand, might be a teammate or an opponent, but his presence in the scene indicates that he is also an active participant in the game."
