,s_uri,subject,generation
82,Q741278,Ioannis Bourousis," The man in the image is a professional basketball player, known as Giannis Antetokounmpo. He is a Greek-American athlete who plays for the Milwaukee Bucks in the National Basketball Association (NBA). Antetokounmpo is a versatile player, capable of playing both the power forward and center positions. He is known for his impressive athleticism, defensive skills, and scoring abilities.

Born in Athens, Greece, Antetokounmpo moved to the United States at the age of 16 to pursue his basketball career. He attended the University of Dayton, where he played for the Flyers. After being drafted by the Bucks in 2001, Antetokounmpo quickly established himself as a key player for the team. Over the years, he has consistently demonstrated his talent and dedication to the sport, earning numerous accolades and awards, including the NBA Most Valuable Player award in 2019."
83,Q5482358,Francis S. Currey," The man in the image is a soldier, possibly a veteran, wearing a military uniform. He is wearing a medal, which suggests that he has accomplished something significant or has been recognized for his service. The soldier appears to be proud of his accomplishments and is likely to be a respected member of the military community."
84,Q520549,Geologist," The man in the image is a musician, likely a guitarist or a music producer. He is wearing a grey shirt and has a beard. He is holding a guitar in his hands, and there is a flashlight on his face, which suggests that he might be working on a project or practicing in a dark environment. The man appears to be focused and determined, possibly working on a new song or an album."
85,Q2164619,Fons van Katwijk," The man in the image is named ""Bill."" He is wearing a suit and tie, which suggests that he might be attending a formal event or working in a professional setting. The black and white photo adds a vintage touch to the image, possibly indicating that the photo was taken in the past. The man's attire and the context of the photo could imply that he is a businessman or a professional in a specific field. However, without more information, it is difficult to provide a more detailed biography about Bill."
86,Q194270,Hallucinogen," The man in the image is a musician and a sound technician. He is working on a soundboard, possibly at a concert or event. His name is not provided, but he is likely an experienced professional in the music industry. He might be responsible for setting up and adjusting the sound system for the event, ensuring that the sound quality is optimal for the audience. His role requires a strong understanding of audio equipment and the ability to troubleshoot any technical issues that may arise during the event."
87,Q275028,Julia Zlobina," The image features a man and a woman, both wearing black outfits, standing on a skating rink. The man is wearing a tie, which suggests that he might be dressed up for a special occasion or event. The woman appears to be a skater, possibly participating in a competition or simply enjoying the sport. The man and woman seem to be enjoying their time together on the ice rink."
88,Q1710112,Svetlana Nemolyaeva," The woman in the image is named Margarita. She is a well-dressed, older woman wearing a white jacket and holding a bouquet of flowers. She appears to be a public figure, possibly a politician or a public speaker, as she is holding a microphone. The bouquet of flowers suggests that she might be attending a special event or ceremony. Margarita's smile and confident demeanor indicate that she is comfortable in her role and enjoys engaging with her audience."
89,Q350832,Joan Llaneras," The man in the image is a professional cyclist named Tom Boonen. He is a Belgian road racing cyclist, known for his aggressive riding style and impressive sprinting abilities. Boonen has won numerous races, including the Tour of Flanders, Paris-Roubaix, and the World Championships. He has also been a key player in the team's success, contributing to victories in major races. Boonen is considered one of the most talented and successful cyclists of his generation."
90,Q5543229,Daniel Paris," The man in the image is named David. He is a young man with curly hair, and he is smiling for the camera. David appears to be attending a social event, as there are several other people in the background. The event seems to be a gathering of people, possibly a party or a celebration. David's attire and the presence of other people in the background suggest that the event is likely a formal or semi-formal occasion."
91,Q1326126,James P. Gordon," The man in the image is a well-known public speaker and author, known as ""The Elder."" He is a prominent figure in the field of personal development and has been a keynote speaker at numerous conferences and events. His expertise lies in helping people improve their lives through effective communication, self-awareness, and personal growth.

The Elder has authored several books on personal development and communication, which have been widely read and appreciated by audiences worldwide. He is also a sought-after consultant and coach, working with individuals and organizations to enhance their communication skills and personal growth.

In addition to his professional accomplishments, The Elder is known for his warm and approachable demeanor, making him a popular and inspiring speaker. His passion for helping others has led him to dedicate his life to the pursuit of personal development and effective communication."
92,Q6165892,Jawad Salehi," The man in the image is named ""Roger."" He is wearing a white shirt and glasses, and he is smiling for the camera. The man appears to be in a professional setting, possibly an office or a workspace. The presence of a laptop and a TV in the background suggests that he might be working in a technology or media-related field. The image captures a positive and approachable atmosphere, with the man looking confident and ready to engage with others."
93,Q460213,Rachel Van Hollebeke, The woman in the image is a beautiful blonde with a smile on her face. She is wearing a black jacket and a white shirt. Her smile and her outfit suggest that she is confident and comfortable in her appearance. The image captures a moment of happiness and self-assurance for the woman.
94,Q11475172,Hiizu Iwamura," The man in the image is named Mr. Tanaka. He is an Asian man wearing a suit and tie, and he is wearing glasses. The man appears to be a businessman or a professional, as he is dressed in a formal attire. The image captures a moment of professionalism and confidence, as Mr. Tanaka poses for the camera."
95,Q1065665,Charles O. Holliday," The man in the image is named Bill Clinton. He is a former President of the United States, serving two terms from 1993 to 2001. Clinton was born on August 19, 1946, in the city of Hope, Arkansas. He attended Georgetown University and later attended the University of Arkansas School of Law. Clinton began his political career in the 1980s, serving as the 40th Governor of Arkansas from 1983 to 1992. He then became the 42nd President of the United States, leading the country through a period of economic growth and international relations. After leaving office, Clinton continued to be involved in politics and public service, focusing on issues such as healthcare, climate change, and globalization."
96,Q68530,Flume," The man in the image is named Zac Efron. He is an American actor, singer, and director, known for his roles in various movies and TV shows. Efron first gained recognition for his performance in the Disney Channel original movie ""High School Musical."" He has since appeared in numerous films and TV series, such as ""17 Again,"" ""The Punisher,"" ""Baywatch,"" and ""Neighbors.""

In addition to his acting career, Efron has also pursued a singing and songwriting career. He has released several albums and singles, showcasing his vocal talents. Efron has been active in the entertainment industry since the early 2000s and continues to make strides in his career."
97,Q1425666,Tommy Rowlands," The man in the image is a professional wrestler, known as ""Hacksaw"" Jim Duggan. He is a former professional wrestler, best known for his time in the World Wrestling Federation (WWF) during the 1980s. Duggan was a fan favorite and a member of the famous ""Hacksaw"" tag team with partner ""Crippler"" Ole Anderson. He was also a part of the ""Midnight Ride"" stable with fellow wrestlers ""Iron"" Mike Sharpe and ""Adorable"" Adrian Adonis.

Duggan's wrestling career began in the 1970s, and he quickly gained a reputation for his hard-hitting style and aggressive attitude. He was known for his trademark ""2x4"" weapon, which he would use to strike his opponents. Duggan's popularity led to him becoming a household name, and he was often featured in various forms of media, including magazines, newspapers, and television shows.

In addition to his wrestling career, Duggan has also been involved in various other projects, such as acting in movies and television shows, and even hosting his own radio show. Despite his retirement from professional wrestling, Duggan remains an influential figure in the world of sports entertainment."
98,Q15633866,Mathew Ahmann," The image features a man wearing a suit and tie, standing next to another man. The man in the suit is wearing glasses and appears to be engaged in a conversation. The other man is wearing a suit and tie as well, and they seem to be discussing something. The man in the suit is also wearing a button that says ""I'm a Democrat."" This suggests that the man in the suit might be a politician or someone involved in politics. The image captures a moment of interaction between the two men, possibly discussing political matters or sharing ideas."
99,Q5210397,Dale D. Myers," The man in the image is named ""Spike."" He is wearing a suit and tie, and he has a distinctive appearance due to his eye patch. Spike is likely a businessman or a professional in a field that requires formal attire. His eye patch might be a result of an injury or a medical condition, but it does not seem to hinder his professional success. The image captures Spike in a professional setting, possibly at a desk or in a meeting room."
100,Q6875076,Misaki Ohata," The woman in the image is a professional wrestler, known as ""Champion"" in the wrestling world. She is wearing a blue and black wrestling outfit, which is designed to provide comfort and flexibility during her matches. Her attire is adorned with a lion logo, which is a symbol of her wrestling persona. The woman appears to be confident and focused, ready to take on her opponents in the ring."
101,Q778370,Yevhen Shakhov," The man in the image is a soccer player, wearing a white jersey with a blue logo on the front. He is walking on a grassy field, likely preparing for a match or practice session. The player's focus and determination suggest that he is a dedicated and passionate athlete, who takes his sport seriously. His presence on the field indicates that he is actively involved in the sport, and his commitment to training and improvement is evident in his attire and demeanor."
102,Q289786,Fuka Kakimoto," The woman in the image is a model and actress, known for her roles in various movies and TV shows. She has a tattoo on her arm and is wearing a black dress, which adds to her unique and stylish appearance. The woman is also seen smiling, showcasing her confident and approachable demeanor. Her presence in the entertainment industry has made her a recognizable figure, and her talent and beauty have likely contributed to her success in the field."
103,Q269872,Virginia McKenna," The woman in the image is Dame Helen Mirren, a renowned British actress. She has a long and illustrious career, having won numerous awards, including an Academy Award, a BAFTA, and a Golden Globe. Mirren is known for her versatile acting skills and has played a wide range of roles throughout her career. She has also been recognized for her contributions to the film industry, being awarded the prestigious AFI Lifetime Achievement Award in 2013. In the image, Mirren is holding a badger mask, which could be a prop or a souvenir from a recent event."
104,Q13021345,Sornsawan Phuvichit," The woman in the image is a well-known public speaker and author. Her name is Tara Mohr, and she is known for her work on women's empowerment and gender equality. Tara has a Ph.D. in psychology and has written several books, including ""Playing to Win: Breaking the Rules of the Game, Male and Female."" She is also the founder of the ""Women's Leadership Lab,"" a program that helps women develop their leadership skills. Tara is passionate about helping women achieve their full potential and is a sought-after speaker at conferences and events around the world."
105,Q10566658,Sonoko Kato," The image features a man wearing a blue and purple wrestling outfit, likely a professional wrestler. He is looking at the camera, possibly posing for a photo. The man appears to be in good physical condition, with a muscular build. His attire suggests that he is involved in a sport that requires agility, strength, and flexibility. The man's presence in the ring indicates that he is likely participating in a wrestling event or practice."
106,Q48835224,Fluxion," The man in the image is a musician, likely a DJ or a music producer. He is wearing headphones and is focused on his work. The man is standing in front of a red background, which could be a part of his performance or a backdrop for his music. The image captures the intensity and dedication of the musician as he works on his craft."
107,Q2463430,Vladimir Yerokhin," The man in the image is a professional athlete, specifically a soccer player. He is wearing a red and white uniform, which is a common color scheme for soccer teams. The player appears to be focused and determined, possibly preparing for a crucial play or a challenging opponent. His athletic prowess and dedication to the sport are evident in his attire and demeanor."
108,Q28197077,Hella," The image features a woman with long hair, wearing a costume and makeup. She appears to be a character or a performer, possibly from a theatrical performance or a cosplay event. The woman's outfit and makeup suggest that she is portraying a specific character or theme, possibly related to fantasy, sci-fi, or horror genres. The woman's presence on stage or at the event indicates her involvement in theatrical performances or cosplay gatherings, where participants dress up as their favorite characters and engage with fellow enthusiasts."
109,Q2727289,Rikishi," The man in the image is a professional wrestler, known as ""Ravishing Ricky"" in the wrestling world. He is wearing sunglasses and a black shirt, and he is smiling for the camera. The man is sitting at a table, possibly signing autographs for fans. He is a well-known figure in the wrestling community, and his presence at events and promotions is often met with excitement and enthusiasm from fans."
110,Q323227,Ricochet," The man in the image is a professional wrestler, known for his tattoos and unique style. He is wearing a red and black wrestling outfit, which is likely designed to showcase his personality and skills. The wrestler's tattoos, which include a skull and crossbones, add to his distinctive appearance.

The wrestler's career likely began with training and honing his skills in the ring. He may have started in local or regional wrestling events, working his way up to more prestigious competitions. As he gained experience and recognition, he may have been offered opportunities to compete in larger events or even become a household name in the world of professional wrestling.

Throughout his career, the wrestler would have faced numerous opponents, each with their own unique styles and abilities. He would have had to adapt his techniques and strategies to overcome these challenges and emerge victorious.

In addition to his wrestling career, the wrestler may also be involved in various charitable causes or community outreach programs. As a public figure, he may use his platform to make a positive impact on society and inspire others to pursue their dreams and passions."
111,Q1250100,Bora Todorović," The image features a group of men sitting together, with one of them holding a newspaper. The men appear to be engaged in a conversation or discussion. The man holding the newspaper is wearing sunglasses, which suggests that the image might have been taken during a sunny day. The other men in the group seem to be enjoying their time together, possibly discussing current events or sharing their thoughts on the newspaper's content."
112,Q3483775,Christy O'Connor Jnr," The man in the image is a well-known golfer named Jack Nicklaus. He is wearing a purple shirt and a white hat, and he is smiling for the camera. Nicklaus is considered one of the greatest golfers of all time, having won a record 18 major championships throughout his career. He is known for his aggressive playing style and his ability to perform well under pressure. Nicklaus is also known for his sportsmanship and respect for the game, which has earned him the nickname ""The Golden Bear."""
113,Q7133054,Papoose," The man in the image is a rapper known as ""Snoop Dogg."" He was born Calvin Broadus Jr. on October 20, 1971, in Long Beach, California. Snoop Dogg gained widespread recognition in the early 1990s as a member of Dr. Dre's seminal hip-hop group, ""WC and the Maad Circle."" His debut solo album, ""Doggystyle,"" was released in 1993 and became a critical and commercial success.

Snoop Dogg has since released numerous successful albums, including ""Tha Doggfather,"" ""No Limit,"" ""Murder Was the Case,"" and ""Paid tha Cost to Be da Bo$$."" He has also made numerous guest appearances on other artists' songs and has been involved in various business ventures, such as the ""Snoop Dogg Presents: The Fortune Teller"" video game and the ""Snoop Dogg's Cookin' with the Dogg"" cookbook.

In addition to his music career, Snoop Dogg has also been involved in various controversies and legal issues, including a 1995 arrest for cocaine possession and a 2006 arrest for driving under the influence. Despite these challenges, Snoop Dogg remains a highly influential figure in the world of hip-hop and continues to be a beloved artist and cultural icon."
114,Q15433045,Melvyn B. Nathanson," The man in the image is named ""Dr. John."" He is an older gentleman with a bald head and glasses. He is wearing a striped shirt and appears to be in a professional setting. Dr. John is likely a medical professional, given his attire and the context of the image. His smile and confident demeanor suggest that he is experienced and knowledgeable in his field."
115,Q6530620,Leslie B. Vosshall," The woman in the image is named ""Susan."" She is wearing a red scarf and has long, brown hair. She is smiling and appears to be in a good mood. The image is taken in a room with a wooden door, which suggests that the setting might be a home or an indoor event space."
116,Q467247,Asami Sugiura," The woman in the image is a professional boxer, known as ""The Iron Lady."" She is a skilled fighter with a strong presence in the boxing world. Her determination and dedication to the sport have earned her the nickname ""Iron Lady."" She is a role model for aspiring female boxers and continues to inspire others with her passion and commitment to the sport."
117,Q763876,Yojiro Takahagi," The subject of this image is a soccer player named ""Dejiko."" He is wearing a purple soccer uniform and appears to be running on a field. It is likely that he is participating in a soccer match or practice session. As a soccer player, Dejiko likely has a strong passion for the sport and has dedicated a significant amount of time and effort to improve his skills and performance. He may have played for a local team or even at a higher level, such as a professional league. Regardless of his experience, Dejiko's dedication to the sport and his commitment to improving his abilities make him an inspiring figure for aspiring soccer players."
118,Q5281267,Disappearance of Kyron Horman, The young boy in the image is named Caleb. He is wearing a black shirt and is standing in front of a display featuring a tree frog. The display appears to be a part of a science project or a school exhibit. Caleb seems to be proud of his work and is smiling for the camera. It is likely that he has a keen interest in the subject matter and has put in a lot of effort to create this display.
119,Q4112410,Eugen V. Witkowsky," The image features a man with a beard, wearing a brown shirt and a chain around his neck. He appears to be a well-dressed individual, possibly a businessman or a man of prominence. The man's attire and the presence of a chain suggest that he might be from a different era or have a unique sense of style. However, without more context or information, it is difficult to determine the specifics of his life or profession."
120,Q1067277,Yokozuna," The image features a large man wearing a tank top with the words ""Life is short"" written on it. He appears to be a fitness enthusiast, as he is seen in a gym setting. The man's presence in the gym suggests that he is committed to maintaining his health and fitness. His size and the tank top indicate that he might be a professional athlete or someone who takes their fitness seriously."
121,Q1988740,Danica Dillon," The woman in the image is a beautiful and confident individual. Her name is not provided, but she is wearing a white shirt and a leopard print shirt, which adds to her unique and stylish appearance. She is also wearing a necklace, which further enhances her overall look. The woman is smiling, which indicates that she is happy and comfortable in her own skin. Her presence in the image suggests that she is confident and comfortable in her own style, and she is likely someone who enjoys expressing herself through her clothing choices and personal appearance."
122,Q12789431,Frederick Beaumont-Nesbitt," The image features a man wearing a military uniform, possibly a Russian soldier. He is staring directly at the camera, giving the impression of a strong and focused individual. The man's attire suggests that he is part of a military organization, and his presence in the image might indicate a sense of pride or duty in his role. However, without more context, it is difficult to provide a more detailed biography about the subject."
123,Q1060778,Dylan Riley Snyder," The man in the image is named Millie. He is wearing a blue shirt with white polka dots and has a hairstyle that resembles a mullet. He is smiling and posing for a picture, possibly at a Disney event. The image captures a moment of happiness and self-expression for Millie."
124,Q14439,Phoebe Cates," The woman in the image is a well-known actress, known for her roles in various Hollywood films. She is wearing a red dress and has a smile on her face, likely due to her success in the entertainment industry. The actress has been in the spotlight for many years, and her talent and dedication have earned her a place among the most celebrated stars in Hollywood."
125,Q12602017,Song Sokze," The man in the image is a well-known public speaker and author. He is wearing glasses and a black shirt, and he is holding a microphone while giving a speech. The man is likely a professional speaker or an expert in his field, as he is addressing an audience with a significant amount of knowledge and experience. His presence at the event suggests that he is an influential figure in the industry or community he is addressing."
126,Q1043100,Carlos Mérida," The man in the image is a well-dressed businessman, wearing a suit and tie. He appears to be in a professional setting, possibly a business meeting or a formal event. The man's attire suggests that he is confident and poised, ready to engage in discussions or negotiations. The presence of a potted plant in the background adds a touch of nature and sophistication to the scene. Overall, the man exudes a sense of authority and professionalism."
127,Q15813934,Elena Muratova," The woman in the image is a professional skier, known as Lindsey Vonn. She is a highly decorated athlete, having won numerous awards and titles throughout her career. Vonn is a four-time World Cup overall champion, a three-time World Champion, and a two-time Olympic medalist.

Born on October 18, 1979, in Maple Grove, Minnesota, Vonn started skiing at the age of two and quickly developed a passion for the sport. She began competing in alpine skiing events at a young age and quickly rose through the ranks, eventually making her way to the professional skiing circuit.

Vonn's impressive skills and dedication to the sport have earned her numerous accolades and recognition, including being named the 2010 FIS Alpine Skier of the Year and the 2012 Female Athlete of the Year by the United States Olympic Committee. She continues to be a dominant force in the world of skiing, inspiring future generations of athletes."
128,Q116679,Daniel Vasella," The man in the image is named George Clooney. He is an American actor, director, and producer, known for his roles in films such as ""Ocean's Eleven,"" ""The Descendants,"" and ""Michael Clayton."" Clooney has also directed and produced several films, including ""Good Night and Good Luck"" and ""The American.""

Born on May 6, 1951, in Lexington, Kentucky, Clooney began his acting career in the late 1970s. He gained recognition for his role in the television series ""ER"" and later became a Hollywood A-lister with his roles in various blockbuster films. Clooney has been married to actress Amal Alamuddin since 2014 and has a son named Alexander.

In addition to his acting and directing career, Clooney is also known for his humanitarian work, particularly in the areas of human rights and social justice. He has been involved in various charitable organizations and has been recognized for his contributions to society."
129,Q109417,Angelos Charisteas," The man in the image is Cristiano Ronaldo, a professional soccer player known for his exceptional skills and athleticism. He was born on February 5, 1979, in Funchal, Madeira, Portugal. Ronaldo started his career with Sporting CP, where he quickly gained recognition for his talent. In 2003, he moved to Manchester United, where he became one of the most successful players in the club's history. He also played for Real Madrid and Juventus before returning to Manchester United in 2021.

Throughout his career, Ronaldo has been considered one of the best soccer players in the world. He has won numerous awards, including five Ballon d'Or titles, and has set numerous records, such as the most goals scored in the UEFA Champions League and the most goals scored in a single season in the English Premier League. Ronaldo's impressive skills, speed, and agility have made him a fan favorite and a global sports icon."
130,Q13530765,Annegret Brießmann," The woman in the image is a professional athlete, specifically a wheelchair basketball player. She is wearing a white shirt and number 13 on her jersey, which indicates her team affiliation and individual player number. The woman is sitting in a wheelchair, possibly during a break or waiting for her turn to play. She appears focused and determined, showcasing her dedication to the sport. The woman's presence in the image highlights the inclusivity and accessibility of sports for people with disabilities."
131,Q12875377,Georgios Stefanopoulos," The man in the image is named ""Ron."" He is a well-dressed individual, wearing a blue jacket and a red hoodie. He has a beard and is smiling for the camera. The man appears to be confident and comfortable in his attire, which suggests that he might be attending a formal event or simply enjoying a stylish outfit."
132,Q11285577,Arthur MacArthur IV," The image features a man and a woman, both wearing coats, standing on a staircase. They appear to be dressed in formal attire, with the man wearing a tie. The woman is holding a handbag, and the man is holding a hat. The scene suggests that they might be attending a formal event or a special occasion.

The man is wearing a tie, which indicates that he is dressed in a more formal manner than the woman. The woman, on the other hand, is wearing a handbag, which is a common accessory for women in such settings. The presence of the staircase and the formal attire of the subjects suggest that the image might have been taken at a location like a hotel, a theater, or a formal event venue."
133,Q11751880,Kübra Öztürk," The woman in the image is a chess player, likely participating in a tournament or a casual game. She is sitting at a dining table with a chessboard in front of her, and there are multiple chess pieces on the board. The woman appears focused and determined, possibly strategizing her next move or waiting for her opponent's move. She is wearing a pink shirt, which adds a touch of color to the scene. The presence of other people in the background suggests that this could be a social event or a gathering of chess enthusiasts."
134,Q1241113,Kiyokata Kaburagi," The image features a man wearing a black robe, sitting down and looking at the camera. He appears to be an older gentleman, possibly a monk or a religious figure. The man's attire suggests that he might be involved in a spiritual or religious practice. The black and white nature of the photo adds a sense of timelessness to the scene. The man's expression and posture convey a sense of calmness and contemplation, which is often associated with spiritual practices."
135,Q112651,Polad Bülbüloğlu," The man in the image is named Vladimir Putin. He is the President of the Russian Federation and is known for his strong leadership and assertive stance on various political and economic issues. Putin was born in 1952 in Leningrad, Russia, and began his career in the KGB, the Soviet Union's security agency. After the collapse of the Soviet Union, Putin became involved in Russian politics, eventually becoming the country's Prime Minister in 1999 and President in 2000. He has been in power since 2000, and his tenure has been marked by a focus on economic development, national security, and the consolidation of power. Putin is also known for his close relationship with former President George W. Bush, as well as his involvement in international relations and the promotion of Russian interests on the global stage."
136,Q16003685,Georgie Price," The man in the image is none other than Frank Sinatra, a legendary American singer, actor, and director. He was born on December 12, 1915, in Hoboken, New Jersey, and began his career in the 1930s as a singer in the swing era. Sinatra's smooth and distinctive voice, as well as his acting abilities, made him a popular figure in Hollywood.

Throughout his career, Sinatra recorded numerous hit songs, including ""I've Got a Crush on You,"" ""My Baby Just Cares for Me,"" ""The Best Is Yet to Come,"" and ""New York, New York."" He also starred in several films, such as ""From Here to Eternity,"" ""The Man with My Face,"" and ""The Godfather.""

Sinatra was known for his strong personality, often referred to as ""The Chairman of the Board."" He was also a lifelong Democrat and a supporter of the civil rights movement. He passed away on May 14, 1998, at the age of 82."
137,Q1332824,Yuki Ota," The man in the image is a professional athlete, specifically a boxer. He is wearing a blue and white uniform, which is typical attire for boxers. The man appears to be focused and determined, possibly preparing for a match or training session. His athletic prowess and dedication to the sport are evident in his appearance and demeanor."
138,Q1319455,Mihiro," The woman in the image is a singer, and she is wearing a flowered dress. She is standing on a stage, holding a microphone, and appears to be singing into it. The stage has a backdrop of a wall, which adds to the ambiance of the performance. The woman's attire and the fact that she is singing into a microphone suggest that she is likely a professional performer, possibly in a concert or a live event."
139,Q15966610,Jan Willem van Erven Dorens," The man in the image is a professional golfer named Jackie Burke. He is wearing a jacket and a tie, which suggests that he is dressed for a formal event or a professional golf tournament. Burke is known for his exceptional golf skills and has won numerous tournaments throughout his career. He is considered one of the most successful golfers of his time and has inspired many aspiring golfers."
140,Q1392683,Ryo Miyake," The man in the image is a professional fencer, known as ""The Iceman."" He is wearing a white uniform and a red and white helmet, which is typical attire for fencing competitions. The Iceman is a highly skilled and experienced fencer, having won numerous awards and titles throughout his career. He is known for his exceptional technique, precision, and mental focus, which have helped him become one of the most successful fencers in the sport."
141,Q15617884,Rydel Lynch," The woman in the image is a singer, and she is wearing a pink shirt with the word ""dream"" on it. She is smiling and holding a microphone, which suggests that she is performing or about to perform. The woman appears to be confident and enjoying her time on stage. Her outfit and accessories, such as the necklace, contribute to her overall appearance and style. The image captures a moment of her performance, showcasing her talent and passion for music."
142,Q15136499,Babacar M'Bengue," The man in the image is named ""Dwayne."" He is a young man with a beard and a mustache, wearing a blue and white striped shirt. He appears to be confident and relaxed, possibly posing for a photo. It is not possible to determine his occupation or any other significant details about his life from the image alone."
143,Q1387828,Russell Johnson," The man in the image is named Marlon Brando. He is an American actor, director, and activist. Brando is known for his iconic roles in films such as ""A Streetcar Named Desire,"" ""On the Waterfront,"" and ""The Godfather."" He has won two Academy Awards, one for Best Actor in a Leading Role for ""On the Waterfront"" and the other for Best Actor in a Supporting Role for ""A Streetcar Named Desire."" Brando is also known for his controversial and sometimes erratic behavior, which has led to a number of legal issues and public disputes throughout his career. Despite this, he remains a highly influential figure in the world of film and entertainment."
144,Q15104194,Elena Brejniva," The subject of the image is a young man with blonde hair, wearing a white shirt. He is smiling and appears to be a professional athlete, possibly a cyclist. The image is taken in a studio setting, with a chair visible in the background. The young man's confident demeanor and athletic attire suggest that he is well-prepared for his next competition or event."
145,Q16003065,Alexey Amosov," The man in the image is a professional ice hockey player, known as Alexander Ovechkin. He was born on September 16, 1978, in Moscow, Russia, and began his career with the Russian team CSKA Moscow. Ovechkin is widely regarded as one of the greatest players in the history of the sport, known for his speed, strength, and scoring prowess. He has played for the Washington Capitals in the National Hockey League (NHL) since 2005, and has been named the NHL's Most Valuable Player (MVP) three times. Ovechkin has also been a member of the Russian national team, helping them win the gold medal at the 2014 Winter Olympics in Sochi."
146,Q9319042,Reza Davood Nejad," The man in the image is a well-known public speaker and commentator, known as ""The Voice of the People."" He is a prominent figure in the political and social discourse in his country. His speeches and commentaries often address critical issues and have a significant impact on public opinion.

Born in a small town, he had a humble upbringing but was determined to make a difference in society. He started his career as a journalist, covering various topics and eventually focusing on politics and social issues. His passion for social justice and advocating for the rights of the marginalized led him to become a prominent public speaker.

He has been involved in numerous social and political campaigns, and his speeches have been widely covered by the media. He is also known for his strong stance on various issues, often challenging the status quo and advocating for change.

Despite facing criticism and backlash from certain quarters, he remains steadfast in his commitment to social justice and equality. He continues to be a powerful voice in the public discourse, inspiring others to take action and make a difference in their communities."
147,Q92942,Danny Hillis," The man in the image is a well-known actor, known for his distinctive appearance and roles in various movies and TV shows. He is balding and has a goatee, which has become his trademark look. The man's acting career began in the 1980s and has continued to this day. He has played a wide range of characters, from action heroes to comedic roles, and has worked with many renowned directors and producers. Despite his age, the man remains active in the entertainment industry and continues to captivate audiences with his unique and memorable performances."
148,Q967138,Sergio Araujo," The man in the image is Lionel Messi, a renowned professional soccer player. He was born on June 24, 1987, in Rosario, Argentina. Messi started his career with Grandoli, a local club, before moving to Barcelona in 2004. Over the years, he has become one of the most successful and influential soccer players in the world.

During his time at Barcelona, Messi has won numerous awards, including four Ballon d'Or titles, and has helped the team win numerous trophies, such as the UEFA Champions League, La Liga, and the FIFA Club World Cup. He is known for his exceptional dribbling skills, speed, and ability to score goals from various positions on the field.

In addition to his success with Barcelona, Messi has also played for the Argentine national team, helping them win the 2014 FIFA World Cup. He is widely regarded as one of the greatest soccer players of all time, and his impact on the sport has been immense."
149,Q649627,Julio Caro Baroja," The man in the image is a well-known author, known for his contributions to the literary world. He is sitting in a chair surrounded by numerous books, which are likely his own works or those of other authors he admires. The man appears to be in a reflective mood, possibly contemplating the stories he has created or the stories he has yet to write. His presence in the library suggests that he is an avid reader and a lover of literature, and his presence among the books signifies his connection to the literary world."
150,Q953688,Ekaterina Makarova," The woman in the image is a professional tennis player. She is wearing a grey tennis outfit and a white headband. She is holding a tennis racket and appears to be in the middle of a match. The woman is focused and determined, showcasing her dedication to the sport. Her skill and experience in tennis have likely led her to compete at a high level, and she may have achieved notable accomplishments in her career."
151,Q926266,Aldo de Nigris," The man in the image is a soccer player, wearing an orange shirt and shorts. He is likely a professional athlete, as he is seen on a soccer field, possibly during a match or practice session. The player is actively engaged in the game, as he is seen pointing towards the ground, possibly indicating a specific location or action. His presence on the field suggests that he is an integral part of the team and plays a crucial role in the game."
152,Q212925,Rubén de la Red," The man in the image is a soccer player, specifically a goalkeeper. He is wearing a black and white uniform, which is typical attire for soccer players. The goalkeeper is seen looking back over his shoulder, possibly assessing the situation on the field or preparing for an upcoming play. His focus and determination are evident in the image, showcasing his role as a key player in the game."
153,Q705907,Sergei Starostin," The man in the image is named ""Gary."" He is wearing a black jacket and glasses, and he appears to be a bearded man. He is standing on a deck, possibly enjoying the outdoors or attending an event. The presence of a cell phone in the image suggests that he might be using it for communication or capturing memories of the occasion."
154,Q4794405,Arnab Goswami," The man in the image is named Raju. He is wearing a blue shirt and glasses, and he appears to be a businessman. The image shows him looking at the camera, possibly for a professional portrait. It is not possible to determine his specific profession or accomplishments from the image alone, but his attire and demeanor suggest that he is likely involved in a corporate or professional setting."
155,Q906002,Peter van Merksteijn Jr.," The man in the image is a professional race car driver, wearing a purple and white uniform. He is smiling and looking at the camera, possibly posing for a photo. The driver's uniform suggests that he is part of a racing team, and his smile indicates that he is enjoying the experience. The image captures a moment of pride and accomplishment for the race car driver."
156,Q919864,Guillermo Vallori," The man in the image is a soccer player, likely a professional or a skilled amateur. He is wearing a white and blue soccer uniform, which suggests that he is part of a team. The player is walking on the field, possibly preparing for a match or taking a break during practice. His presence on the field indicates that he is actively involved in the sport and is likely dedicated to improving his skills and performance."
