,subject,path,gender,face_score1,s_uri,s_wiki_title,s_pop
10599,Crispin Glover,46/399146_1964-04-20_2012.jpg,male,4.034630426753836,Q310060,Crispin_Glover,9009968.0
10600,Jimmy O'Neill,54/38234054_1940-01-08_1964.jpg,male,4.0346200347127725,Q6200987,Jimmy_O'Neill,3006.0
10601,Juan José Haedo,63/6150063_1981-01-26_2010.jpg,male,4.034550779601419,Q338899,Juan_José_Haedo,8898.0
10602,David McDermott,61/17259861_1988-02-06_2011.jpg,male,4.034478371157533,Q5237319,David_McDermott,10177.0
10603,Brittany Daniel,91/1562991_1976-03-17_2007.jpg,female,4.0340905064843335,Q240976,Brittany_Daniel,5516101.0
10604,Paul Tripp,15/10558015_1911-02-20_1961.jpg,male,4.033990360912661,Q1771874,Paul_Tripp,80590.0
10605,Bob Froese,15/3476115_1958-06-30_1986.jpg,male,4.033984579632061,Q366457,Bob_Froese,34626.0
10606,John Cunningham,94/3093594_1917-07-27_1942.jpg,male,4.033918800542279,Q1699698,John_Cunningham,35992.0
10607,Paola Borboni,29/16357329_1900-01-01_1971.jpg,female,4.033867061382186,Q435962,Paola_Borboni,34175.0
10608,Bernard Farcy,13/43799613_1949-02-02_2010.jpg,male,4.033657903792718,Q822410,Bernard_Farcy,98221.0
10609,Sylvia Kristel,89/475889_1952-09-28_1975.jpg,female,4.033598741218471,Q207592,Sylvia_Kristel,1793077.0
10610,Jaimie Alexander,92/11850392_1984-03-12_2013.jpg,female,4.033582908977616,Q253343,Jaimie_Alexander,8186620.0
10611,Andrea Dovizioso,40/10853140_1986-03-23_2010.jpg,male,4.033525284234548,Q355033,Andrea_Dovizioso,809640.0
10612,Volodimir Levin,72/23348272_1984-01-23_2012.jpg,male,4.033485467055642,Q1439307,Volodimir_Levin,5108.0
10613,Serghei Pașcenco,18/16611518_1982-12-18_2013.jpg,male,4.033371566492909,Q10430544,Serghei_Pașcenco,28508.0
10614,Simon Schama,62/474562_1945-02-13_2013.jpg,male,4.033307812167365,Q472272,Simon_Schama,1035841.0
10615,Navab Nassirshalal,36/36649836_1989-04-01_2012.jpg,male,4.033236860880981,Q3082518,Navab_Nassirshalal,27267.0
10616,Ed Quirk,23/11212023_1925-02-27_1951.jpg,male,4.033097679703031,Q114578007,Ed_Quirk,2270.0
10617,Tove Lo,36/42213636_1987-10-29_2014.jpg,female,4.032946382317714,Q15948790,Tove_Lo,5222777.0
10618,Jim Steinman,47/252147_1947-11-01_2005.jpg,male,4.032936459339555,Q281908,Jim_Steinman,2629781.0
10619,Owen Bush,77/8964977_1921-11-10_1976.jpg,male,4.03292144669963,Q7114414,Owen_Bush,30951.0
10620,Don Money,72/1949072_1947-06-07_1975.jpg,male,4.032910005659055,Q5293170,Don_Money,79300.0
10621,Hercules Bellville,50/24563350_1939-06-18_1976.jpg,male,4.032865536408427,Q2100446,Hercules_Bellville,10837.0
10622,Frank Leboeuf,63/1509963_1968-01-22_2011.jpg,male,4.0327158947156185,Q290769,Frank_Leboeuf,767287.0
10623,Geoffrey Rowell,91/4724191_1943-02-13_2009.jpg,male,4.032526830243598,Q437005,Geoffrey_Rowell,19083.0
10624,Costică Ștefănescu,67/13414867_1951-03-26_1984.jpg,male,4.032461972882019,Q1136504,Costică_Ștefănescu,31907.0
10625,Sophia Loren,63/44463_1934-09-20_1959.jpg,female,4.032441795082354,Q43252,Sophia_Loren,13314460.0
10626,Gianni Meersman,04/10772404_1985-12-05_2013.jpg,male,4.032423244122426,Q733072,Gianni_Meersman,19216.0
10627,Rick Steves,49/1941749_1955-05-10_2013.jpg,male,4.032165347993366,Q7331775,Rick_Steves,2363965.0
10628,Robin Ficker,97/6491697_1943-04-05_1979.jpg,male,4.032014426956816,Q16106255,Robin_Ficker,160147.0
10629,Ashley Cooper,81/1937581_1936-09-15_1958.jpg,male,4.031980248375855,Q725805,Ashley_Cooper,6809.0
10630,Maggie Roswell,28/862028_1952-11-14_2010.jpg,female,4.031853172143116,Q272195,Maggie_Roswell,400151.0
10631,Fra Fee,66/38243466_1987-05-20_2009.jpg,male,4.031837226638031,Q3266397,Fra_Fee,632551.0
10632,Julie Atlas Muz,42/16162642_1973-05-30_2009.jpg,female,4.031682168832366,Q3189152,Julie_Atlas_Muz,308568.0
10633,Donald Burdick,00/39570100_1934-11-06_1992.jpg,male,4.03166187051061,Q16095452,Donald_Burdick,10521.0
10634,Ricardo Quaresma,94/800594_1983-09-26_2009.jpg,male,4.031488546481103,Q188241,Ricardo_Quaresma,4149757.0
10635,Olivier Gourmet,63/1921663_1963-07-22_2012.jpg,male,4.0314130652424565,Q983020,Olivier_Gourmet,84328.0
10636,Tatsiana Sharakova,32/31287432_1984-07-31_2012.jpg,female,4.031203247909106,Q467209,Tatsiana_Sharakova,6750.0
10637,Ruud Geels,98/9595398_1948-07-28_1974.jpg,female,4.03111433807954,Q459374,Ruud_Geels,89446.0
10638,Michelle Nunn,84/39483484_1966-11-16_2012.jpg,female,4.031031805976891,Q14324789,Michelle_Nunn,219005.0
10639,Patryk Dudek,98/23560198_1992-06-20_2014.jpg,male,4.030946126368454,Q7148174,Patryk_Dudek,23785.0
10640,Maya Lindholm,73/41957573_1990-12-20_2012.jpg,female,4.030878927526101,Q14189186,Maya_Lindholm,3598.0
10641,Bebo Valdés,43/3378943_1918-10-09_2008.jpg,male,4.030848086779826,Q813553,Bebo_Valdés,144720.0
10642,Kasper Klostergaard,30/3056430_1983-05-22_2009.jpg,male,4.030770968526922,Q1114247,Kasper_Klostergaard,2079.0
10643,Marc Forster,22/1433222_1969-11-30_2013.jpg,male,4.030720817865714,Q28497,Marc_Forster,1157029.0
10644,Alonzo Church,31/49731_1903-06-14_1995.jpg,male,4.030714914031424,Q92741,Alonzo_Church,553212.0
10645,Gilles Kepel,37/1114837_1955-06-30_2012.jpg,male,4.030618857087988,Q917460,Gilles_Kepel,131047.0
10646,Matt Brouwer,62/14619462_1980-02-28_2010.jpg,male,4.030579145531272,Q6788399,Matt_Brouwer,14690.0
10647,Sherm Lollar,95/877995_1924-08-23_1953.jpg,male,4.030075044976207,Q7495101,Sherm_Lollar,51596.0
10648,Carrie Bickmore,16/6093316_1980-12-03_2012.jpg,female,4.030066340801147,Q4086613,Carrie_Bickmore,757846.0
10649,Philip Roth,98/151398_1933-03-19_1973.jpg,male,4.029758287947245,Q187019,Philip_Roth,3922930.0
10650,Harold Hamm,02/30046202_1945-12-11_2012.jpg,male,4.029321959307656,Q1585842,Harold_Hamm,534380.0
10651,Guus Haak,49/9996949_1937-04-17_1963.jpg,male,4.029267756985114,Q2368405,Guus_Haak,6203.0
10652,Sadhana Shivdasani,07/4659307_1941-09-02_2014.jpg,female,4.029223228475611,Q3133978,Sadhana_Shivdasani,2842222.0
10653,Diego Lugano,31/2401131_1980-11-02_2014.jpg,male,4.029179383427151,Q373547,Diego_Lugano,439288.0
10654,Laura de Vaan,55/43284855_1980-08-11_2012.jpg,female,4.029131621697101,Q2097432,Laura_de_Vaan,1992.0
10655,Barbara Cabrita,70/32272770_1982-05-09_2013.jpg,female,4.029075323958189,Q2883915,Barbara_Cabrita,52109.0
10656,Phil Jagielka,18/4144218_1982-08-17_2015.jpg,male,4.028976177152972,Q208933,Phil_Jagielka,1665020.0
10657,Hussein Fatal,95/4681495_1973-04-03_2000.jpg,male,4.028927263328489,Q1384898,Hussein_Fatal,1079382.0
10658,Sarah True,69/32864369_1981-11-27_2014.jpg,female,4.028882705428534,Q516649,Sarah_Groff,4472.0
10659,Red Holzman,49/1003449_1920-08-10_1970.jpg,male,4.028829034269829,Q961660,Red_Holzman,364973.0
10660,Shiamak Davar,78/4660378_1961-10-19_2010.jpg,male,4.028790431374614,Q7495981,Shiamak_Davar,595391.0
10661,Rachid Bouchareb,52/7251852_1953-09-01_2011.jpg,male,4.02873464250878,Q951671,Rachid_Bouchareb,62401.0
10662,Océane Dodin,37/44701537_1996-10-24_2015.jpg,female,4.028570406306403,Q18328123,Océane_Dodin,212692.0
10663,Stephen Hart,37/5976137_1960-03-15_2012.jpg,male,4.0285174648073365,Q2344762,Stephen_Hart,4165.0
10664,Peter Crouch,31/1001231_1981-01-30_2014.jpg,male,4.028333302478682,Q180939,Peter_Crouch,8285214.0
10665,Henson Cargill,42/3569542_1941-02-05_1968.jpg,male,4.0282895141256905,Q1607591,Henson_Cargill,78798.0
10666,Michael Q. Schmidt,26/12862526_1953-04-20_2006.jpg,male,4.028258363322679,Q16185578,Michael_Q._Schmidt,32864.0
10667,Nelson Piquet,45/204645_1952-08-17_2013.jpg,male,4.028153836961522,Q171346,Nelson_Piquet,1891299.0
10668,David Vostell,41/14174741_1960-10-10_2009.jpg,male,4.027911573397388,Q64111,David_Vostell,11087.0
10669,Samantha Johnson,32/43921832_1991-06-10_2015.jpg,female,4.027851523524372,Q16965103,Samantha_Johnson,55410.0
10670,Gerty Cori,42/252442_1896-08-15_1947.jpg,female,4.027788266043928,Q204733,Gerty_Cori,305864.0
10671,Jack Gordon,41/12074141_1928-03-03_2012.jpg,male,4.027684283108136,Q1677043,Jack_Gordon,16554.0
10672,Arne Larsen Økland,52/3898652_1954-05-31_2014.jpg,male,4.027382801374766,Q614975,Arne_Larsen_Økland,18606.0
10673,Antonio Sacre,92/4803592_1968-09-23_2014.jpg,male,4.027099711737788,Q4776951,Antonio_Sacre,207364.0
10674,Roy Rogers,77/186477_1911-11-05_1940.jpg,male,4.027002678277952,Q367129,Roy_Rogers,3601330.0
10675,Gail Russell,92/211592_1924-09-21_1946.jpg,female,4.026999435749048,Q446158,Gail_Russell,1300778.0
10676,Shoma Uno,43/34403043_1997-12-17_2012.jpg,male,4.026959668033438,Q7500290,Shoma_Uno,924369.0
10677,Basil Morris,49/25752149_1888-12-19_1942.jpg,male,4.02694819542779,Q4867227,Basil_Morris,7787.0
10678,Carolin Nytra,68/28121568_1985-02-26_2010.jpg,female,4.026909021837724,Q64941,Carolin_Nytra,4846.0
10679,Megyn Price,05/3038705_1971-03-24_2008.jpg,female,4.026804279548208,Q266901,Megyn_Price,2781755.0
10680,Phylicia Rashad,98/622498_1948-06-19_2007.jpg,female,4.02675050215422,Q242739,Phylicia_Rashad,6518803.0
10681,Rick Veitch,64/903164_1951-05-07_1992.jpg,male,4.026737990958441,Q3431609,Rick_Veitch,98361.0
10682,Miroslav Wanek,68/10860268_1962-04-07_2011.jpg,male,4.026367233097927,Q6874104,Miroslav_Wanek,4461.0
10683,Jake Sheridan,52/12055552_1986-07-08_2009.jpg,male,4.026339986414349,Q12068899,Jake_Sheridan,8083.0
10684,Glenn Anderson,79/1859079_1960-10-02_2008.jpg,male,4.026119288554306,Q725700,Glenn_Anderson,272063.0
10685,Julia Ryjanova,47/45616447_1974-05-15_2015.jpg,female,4.026049213624448,Q20195459,Julia_Ryjanova,4791.0
10686,John Slater,13/15323713_1916-08-22_1955.jpg,male,4.025921261452281,Q1701767,John_Slater,7741.0
10687,Lynn Collins,37/9481437_1977-05-16_2009.jpg,female,4.025772470986334,Q233237,Lynn_Collins,4379746.0
10688,Carolina Herrera,35/1859035_1939-01-08_2007.jpg,female,4.0257613983911815,Q264589,Carolina_Herrera,741323.0
10689,Lisa Salters,28/4298028_1966-03-06_2009.jpg,female,4.025700026952739,Q13562645,Lisa_Salters,658234.0
10690,Gillian Chung,80/755680_1981-01-21_2007.jpg,female,4.025671068621183,Q466493,Gillian_Chung,1143048.0
10691,Franklin Sousley,37/1261437_1925-09-19_1944.jpg,male,4.025665614513255,Q3082954,Franklin_Sousley,292341.0
10692,Peter Meyer,38/21582338_1940-02-18_1967.jpg,male,4.025507328508023,Q2077032,Peter_Meyer,9465.0
10693,Silvano Benedetti,12/26152512_1965-10-05_1988.jpg,male,4.025480937318415,Q1404366,Silvano_Benedetti,8839.0
10694,Kappei Yamaguchi,37/601237_1965-05-23_2014.jpg,male,4.025273534800641,Q355173,Kappei_Yamaguchi,634181.0
10695,Jan-Ingwer Callsen-Bracker,14/8839414_1984-09-23_2008.jpg,female,4.02525992803774,Q287878,Jan-Ingwer_Callsen-Bracker,31036.0
10696,Bill Conti,09/336109_1942-04-13_2008.jpg,male,4.025185800255751,Q367084,Bill_Conti,799512.0
10697,George W. Mason,38/4483638_1891-03-12_1940.jpg,male,4.025127162898946,Q358934,George_W._Mason,61646.0
10698,Dean Leacock,74/2790474_1984-06-10_2006.jpg,male,4.025111260866006,Q902970,Dean_Leacock,54806.0
10699,Andréa Parisy,90/25619490_1935-12-04_1967.jpg,female,4.025075708775861,Q2848910,Andréa_Parisy,26609.0
10700,Willem Oltmans,27/2202827_1925-06-10_1973.jpg,male,4.025059467427605,Q2460704,Willem_Oltmans,60411.0
10701,Gracia Baur,74/1924274_1982-11-18_2005.jpg,female,4.024962363639725,Q77455,Gracia_Baur,23539.0
10702,Rosalyn Baxandall,56/47281756_1939-06-12_2012.jpg,female,4.024905555316292,Q20740610,Rosalyn_Baxandall,17598.0
10703,Vasili Berezutski,82/6258482_1982-06-20_2014.jpg,male,4.024732851627012,Q311349,Vasili_Berezutski,240262.0
10704,Wendi McLendon-Covey,88/2623388_1969-10-10_2012.jpg,female,4.024698421619509,Q165296,Wendi_McLendon-Covey,4921902.0
10705,Denis Hennequin,41/33760741_1958-06-08_2011.jpg,male,4.02417958027093,Q743987,Denis_Hennequin,11383.0
10706,Mindaugas Rojus,88/32336688_1981-01-24_2010.jpg,male,4.023865409219499,Q4398874,Mindaugas_Rojus,3475.0
10707,Nikolai Volkoff,18/539718_1947-10-14_2008.jpg,male,4.023800757779728,Q708073,Nikolai_Volkoff,1264017.0
10708,Doug Benson,43/5647543_1964-07-02_2009.jpg,male,4.023698051537214,Q5300294,Doug_Benson,993976.0
10709,Alex Righetti,26/12935226_1977-08-14_1997.jpg,female,4.023665926197079,Q2518109,Alex_Righetti,7542.0
10710,Ha-Joon Chang,59/6520259_1963-10-07_2011.jpg,male,4.023613346238441,Q32729,Ha-Joon_Chang,519040.0
10711,Low Wee Wern,35/20741035_1990-07-25_2010.jpg,female,4.023575757690439,Q6692959,Low_Wee_Wern,19764.0
10713,Victor Garber,60/341960_1949-03-16_2015.jpg,male,4.023474597748279,Q270664,Victor_Garber,6312143.0
10714,Danny Ongais,88/1228288_1942-05-21_1984.jpg,male,4.023451762764797,Q172322,Danny_Ongais,206678.0
10715,Virginia McKenna,92/1873492_1931-06-07_2013.jpg,female,4.0232966965387815,Q269872,Virginia_Anne_McKenna,35.0
10716,Cornelia Sirch,42/7456942_1966-10-23_1986.jpg,female,4.023210672768688,Q508943,Cornelia_Sirch,7041.0
10717,Kim Rhode,08/929908_1979-07-16_2007.jpg,female,4.023044697890713,Q233759,Kim_Rhode,255568.0
10718,Jeffrey Toobin,74/2620274_1960-05-21_2012.jpg,male,4.022751478571606,Q6176320,Jeffrey_Toobin,3432342.0
10719,Beverly D'Angelo,11/701611_1951-11-15_2012.jpg,female,4.022734138296321,Q234551,Beverly_D'Angelo,9914803.0
10720,Sherman Hemsley,98/654298_1938-02-01_1999.jpg,male,4.022685919406843,Q941960,Sherman_Hemsley,3576140.0
10721,Zhu Xijuan,99/31994999_1938-01-17_1962.jpg,female,4.022638037291212,Q8071155,Zhu_Xijuan,6032.0
10722,Kejsi Tola,74/20783674_1992-02-05_2009.jpg,female,4.022569669564309,Q229793,Kejsi_Tola,34663.0
10723,Paul Frederick Foster,72/21992672_1889-03-25_1950.jpg,male,4.022567982266998,Q7150730,Paul_Frederick_Foster,7902.0
10724,Sammy Moore,35/6232035_1987-09-07_2013.jpg,male,4.022528504112135,Q7409806,Sammy_Moore,82255.0
10725,Gary Wright,10/1498210_1943-04-26_2011.jpg,male,4.022505299442902,Q290719,Gary_Wright,934094.0
10726,Paul Harsley,09/8514409_1978-05-29_2011.jpg,male,4.022300591395183,Q7151162,Paul_Harsley,45365.0
10727,Mircea Pârligras,60/31286560_1980-12-28_2013.jpg,male,4.022300114934152,Q1715662,Mircea_Pârligras,6384.0
10728,Bobby Jack Fowler,41/37117241_1939-06-12_1995.jpg,male,4.022032908410003,Q4935174,Bobby_Jack_Fowler,303215.0
10729,Torsten Laen,77/17283577_1979-11-26_2008.jpg,male,4.022022944352332,Q774978,Torsten_Laen,6757.0
10730,Dick Mattiussi,66/14147466_1938-05-01_1958.jpg,male,4.021951314500987,Q5273176,Dick_Mattiussi,5385.0
10731,Anna Blässe,53/34885853_1987-02-27_2015.jpg,female,4.021937813625806,Q559792,Anna_Blässe,23946.0
10732,Hólmfríður Magnúsdóttir,03/23632003_1984-09-20_2013.jpg,female,4.021766047836091,Q437957,Hólmfríður_Magnúsdóttir,14700.0
10733,Panagiotis Kone,56/6389656_1987-07-26_2013.jpg,male,4.021718528984965,Q923206,Panagiotis_Kone,271807.0
10734,Valerie Adams,71/2913271_1984-10-06_2009.jpg,female,4.021681727680653,Q6357,Valerie_Adams,1071582.0
10735,Thierry Roland,13/36158113_1937-08-04_2012.jpg,male,4.021597685451019,Q2505876,Thierry_Roland,19682.0
10736,James Worthy,67/901067_1961-02-27_2007.jpg,male,4.021440284320909,Q362872,James_Worthy,2649506.0
10737,Dom Moselle,84/29647184_1926-06-23_1952.jpg,male,4.021365382396827,Q5289740,Dom_Moselle,5732.0
10738,Kevin Schlitte,44/12403644_1981-11-04_2011.jpg,male,4.021105490418,Q49805,Kevin_Schlitte,1932.0
10739,Ryan Harris,60/16951760_1979-10-11_2014.jpg,male,4.020982076460131,Q3453801,Ryan_Harris,8239.0
10740,Anne Gwynne,65/3644765_1918-12-10_1940.jpg,female,4.020883289868184,Q3617943,Anne_Gwynne,1692237.0
10741,Naz Aydemir,40/16060540_1990-08-14_2013.jpg,female,4.020831058652199,Q2610519,Naz_Aydemir,267578.0
10742,Calum Chambers,53/36863053_1995-01-20_2014.jpg,male,4.020746236136186,Q46522,Calum_Chambers,1675218.0
10743,Gabriella Cilmi,95/18430895_1991-10-10_2009.jpg,female,4.020586143383884,Q234767,Gabriella_Cilmi,625885.0
10744,Rick Pitino,42/408442_1952-09-18_2013.jpg,male,4.020583746953551,Q686052,Rick_Pitino,3814283.0
10745,Astrit Ajdarević,06/8331906_1990-04-17_2011.jpg,male,4.020475463247813,Q751101,Astrit_Ajdarević,187052.0
10746,Nikolay Nenovsky,21/12915221_1963-07-26_2012.jpg,male,4.020320067923738,Q718970,Nikolay_Nenovsky,4809.0
10747,Gary Williamson,56/31781456_1941-09-25_1961.jpg,male,4.020287396988671,Q17238853,Gary_Williamson,2830.0
10748,Kotaro Suzuki,89/2319689_1978-06-18_2015.jpg,male,4.0202413857184505,Q3025417,Kotaro_Suzuki,60428.0
10749,Urs Bühler,22/3155722_1971-07-19_2008.jpg,male,4.020166881803977,Q124008,Urs_Bühler,509554.0
10750,David Robinson,90/8189790_1928-04-02_2003.jpg,male,4.0200973273868605,Q211876,David_Robinson,2143733.0
10751,Hailee Steinfeld,43/26260043_1996-12-11_2011.jpg,female,4.020067209892732,Q231726,Hailee_Steinfeld,28199128.0
10752,Danny McBride,20/12620420_1976-12-29_2013.jpg,male,4.020048340787282,Q336400,Danny_McBride,7175990.0
10753,Jane Hamsher,70/6272470_1959-07-25_2008.jpg,female,4.0199565312653744,Q6152348,Jane_Hamsher,56535.0
10754,Eddie Erdelatz,26/4605426_1913-04-21_1960.jpg,male,4.019944008811219,Q5336013,Eddie_Erdelatz,26632.0
10755,Amber Rose,85/22488385_1983-10-21_2014.jpg,female,4.019926821897869,Q290856,Amber_Rose,15159787.0
10756,Carlo Corazzin,60/5861960_1971-12-25_2009.jpg,male,4.019830236361356,Q797670,Carlo_Corazzin,58298.0
10757,Shelly-Ann Fraser-Pryce,63/18902563_1986-12-27_2013.jpg,female,4.019768992563586,Q5793,Shelly-Ann_Fraser-Pryce,2052765.0
10758,Felix Rosenqvist,59/25501259_1991-11-07_2010.jpg,male,4.019724318079406,Q1403778,Felix_Rosenqvist,364432.0
10759,Joseph Simmons,59/1038359_1964-11-14_2007.jpg,male,4.019705405857315,Q742642,Joseph_Simmons,3155027.0
10760,Toni Tecuceanu,22/25717322_1972-01-13_2009.jpg,male,4.01969986776541,Q3271328,Toni_Tecuceanu,5769.0
10761,Jade Chung,76/18752276_1984-11-06_2014.jpg,female,4.0196357426394025,Q5554892,Jade_Chung,153741.0
10762,Brigetta Barrett,92/32944792_1990-12-24_2013.jpg,female,4.019609594451671,Q6304,Brigetta_Barrett,40673.0
10763,Macdonald Carey,60/676060_1913-03-15_1969.jpg,male,4.019414774440956,Q304828,Macdonald_Carey,572629.0
10764,Erhard Keller,25/4291525_1944-12-24_1971.jpg,male,4.019218047470581,Q492204,Erhard_Keller,9202.0
10765,Frank Margerin,15/15314815_1952-01-09_2009.jpg,male,4.019164306837962,Q721305,Frank_Margerin,9136.0
10766,Shane Meadows,35/4310035_1972-12-26_2009.jpg,male,4.019148763859386,Q1372134,Shane_Meadows,1081850.0
10767,Todd Brunson,70/2259170_1969-08-07_2006.jpg,male,4.019137676100799,Q719716,Todd_Brunson,147121.0
10768,Filippa Lagerbäck,62/42267062_1973-09-21_2011.jpg,female,4.0189427582543855,Q3745047,Filippa_Lagerbäck,42837.0
10769,Gary Twinn,88/45513588_1956-12-07_2015.jpg,male,4.0188789450290905,Q20687448,Gary_Twinn,24684.0
10770,Zulkarnain Malik,36/37604636_1992-12-28_2012.jpg,male,4.01884200166162,Q8075161,Zulkarnain_Malik,1735.0
10771,Edwin Jongejans,68/12494168_1966-12-18_1984.jpg,male,4.018314967053302,Q1294723,Edwin_Jongejans,6771.0
10772,Anna Polony,07/19900307_1939-01-21_2013.jpg,female,4.0182587568336245,Q536465,Anna_Polony,14675.0
10773,Brian Boitano,31/4631_1963-10-22_2010.jpg,male,4.018052657743526,Q451095,Brian_Boitano,1422478.0
10774,Susan Lucci,93/645193_1946-12-23_2009.jpg,female,4.017937328885376,Q242936,Susan_Lucci,3414252.0
10775,John Carew,39/1545339_1979-09-05_2008.jpg,male,4.017817719494273,Q192986,John_Carew,1104385.0
10776,Philippe Harel,31/3201531_1956-12-22_2009.jpg,female,4.0176642846497685,Q2089072,Philippe_Harel,14217.0
10777,Gene Wilder,44/430144_1933-06-11_1970.jpg,male,4.017567683359995,Q191966,Gene_Wilder,17298554.0
10778,John Brookfield,57/3495657_1955-05-30_2012.jpg,male,4.01746342811396,Q6223366,John_Brookfield,5425.0
10779,Kathleen Turner,97/182997_1954-06-19_2011.jpg,female,4.017175216656374,Q222008,Kathleen_Turner,9184027.0
10780,Warren Zevon,91/200591_1947-01-24_1978.jpg,male,4.0171314512160645,Q375792,Warren_Zevon,3843225.0
10781,Roy Childs,07/1823207_1949-01-04_1980.jpg,male,4.017116951356678,Q7372675,Roy_Childs,16256.0
10782,Bo Derek,18/446518_1956-11-20_2010.jpg,female,4.01710136105481,Q229477,Bo_Derek,9829897.0
10783,Ty Burrell,13/3338613_1967-08-22_2014.jpg,male,4.0169918581936095,Q248179,Ty_Burrell,6820616.0
10784,Andrea James,58/22026958_1967-01-16_2007.jpg,female,4.016952225201795,Q4755135,Andrea_James,197033.0
10785,Martin Sheen,31/68131_1940-08-03_2008.jpg,male,4.016905463562925,Q184572,Martin_Sheen,19518177.0
10786,Gary Pomerantz,04/22562004_1960-11-17_2014.jpg,male,4.016888171709626,Q5525768,Gary_Pomerantz,46755.0
10787,Seán Dillon,15/8165915_1983-07-30_2011.jpg,male,4.016821965463072,Q970979,Seán_Dillon,56906.0
10788,Wu Mingqian,02/15653602_1961-01-08_1982.jpg,female,4.016693253602433,Q6430139,Wu_Mingqian,1802.0
10789,Asawari Joshi,10/14967410_1965-05-06_2011.jpg,female,4.016576486601018,Q3624766,Asawari_Joshi,396468.0
10790,Omar Sharif,30/189930_1932-04-10_1965.jpg,male,4.016429014944124,Q170515,Omar_Sharif,7527687.0
10791,Alvin Ailey,43/497643_1931-01-05_1955.jpg,male,4.016093114438018,Q449037,Alvin_Ailey,1226032.0
10792,William Mapother,47/1518047_1965-04-17_2014.jpg,male,4.015939295847578,Q318231,William_Mapother,3658959.0
10793,Keir Gilchrist,79/10055379_1992-09-28_2010.jpg,male,4.015770940039251,Q972014,Keir_Gilchrist,4596170.0
10794,Ted Roof,69/2379269_1963-12-11_2013.jpg,male,4.015608650196794,Q7693676,Ted_Roof,217891.0
10795,Sandra McCracken,27/6697427_1977-06-16_2006.jpg,female,4.015529001092485,Q7416707,Sandra_McCracken,160105.0
10796,Stephanie McMahon,46/303946_1976-09-24_2015.jpg,female,4.015502812031823,Q842633,Stephanie_McMahon,12521094.0
10797,Udo Lattek,91/2441591_1935-01-16_1970.jpg,male,4.015502521996063,Q290870,Udo_Lattek,203340.0
10798,Peter J. Weinberger,57/620257_1942-08-06_2009.jpg,male,4.015457547079204,Q92959,Peter_J._Weinberger,58727.0
10799,Suzi Digby,36/6949236_1958-07-01_2008.jpg,female,4.015429508469837,Q7651071,Suzi_Digby,34644.0
10800,John Avlon,89/1741789_1973-07-19_2012.jpg,male,4.015253547982887,Q6219805,John_Avlon,1216370.0
10801,Daniel Brière,32/850632_1977-10-06_2014.jpg,male,4.014903825816982,Q960831,Daniel_Brière,478662.0
10802,Timmy Hill,29/33807929_1993-02-25_2012.jpg,male,4.014629260981091,Q7806827,Timmy_Hill,188562.0
10803,Louis de Bernières,17/609417_1954-12-08_2006.jpg,male,4.014440232793317,Q712191,Louis_de_Bernières,346763.0
10804,Michael Rake,64/17632764_1948-01-17_2011.jpg,male,4.014352098897367,Q15999956,Sir_Michael_Rake,7014.0
10805,Princess Benedikte of Denmark,59/151459_1944-04-29_2013.jpg,female,4.014236014677161,Q817052,Princess_Benedikte_of_Denmark,715196.0
10806,Dig Richards,45/35143945_1940-09-12_1964.jpg,male,4.013971929395262,Q5275487,Dig_Richards,34422.0
10807,Hikaru Shida,07/34081007_1988-06-11_2012.jpg,female,4.013906081882691,Q5760439,Hikaru_Shida,794243.0
10808,Craig Baird,12/1618912_1970-07-22_2012.jpg,female,4.013827752075295,Q3001990,Craig_Baird,32896.0
10809,David Farrar,58/6240458_1967-09-11_2010.jpg,male,4.01377592542612,Q5233564,David_Farrar,3744.0
10810,Harry Dean Stanton,46/163146_1926-07-14_2006.jpg,male,4.013683006442966,Q314290,Harry_Dean_Stanton,6481682.0
10811,Verónica Cepede Royg,34/32285934_1992-01-21_2015.jpg,female,4.013312050244707,Q438508,Verónica_Cepede_Royg,99805.0
10812,Coldmirror,66/36434466_1984-10-13_2012.jpg,female,4.013240227866036,Q109242,Coldmirror,49646.0
10813,Charisma Carpenter,81/159281_1970-07-23_2015.jpg,female,4.013197907294691,Q231622,Charisma_Carpenter,4461599.0
10814,Réka Benkó,60/43735060_1989-04-08_2013.jpg,female,4.01317321042892,Q3932266,Réka_Benkó,1491.0
10815,Jay Howard,69/6939369_1981-02-16_2008.jpg,male,4.0129546185374165,Q959037,Jay_Howard,62841.0
10816,Dave Mackay,30/2633030_1934-11-14_2006.jpg,male,4.0128214588530025,Q500417,Dave_Mackay,403127.0
10817,Damien Chazelle,48/44146748_1985-01-19_2014.jpg,male,4.012547923591972,Q18350026,Damien_Chazelle,6091040.0
10818,Frank Langella,54/893454_1938-01-01_2012.jpg,male,4.012457535403965,Q310944,Frank_Langella,4879178.0
10819,Herb Brooks,06/294306_1937-08-05_1983.jpg,male,4.0123852623286025,Q1390562,Herb_Brooks,1831629.0
10820,Charlie Kaufman,20/537020_1958-11-19_2008.jpg,male,4.012371807502917,Q312751,Charlie_Kaufman,4306632.0
10821,Eugene G. Rochow,62/32458762_1909-10-04_1965.jpg,male,4.012290696808665,Q907045,Eugene_G._Rochow,11659.0
10822,Mims,29/11286929_1981-03-22_2009.jpg,male,4.012275754758731,Q3858230,Mims,29464.0
