,subject,path,gender,face_score1,s_uri,s_wiki_title,s_pop
1628,Dolph Ziggler,09/2540809_1980-07-27_2014.jpg,male,2.3421585463399093,Q310683,Dolph_Ziggler,8122930.0
1629,Joel McHale,68/3029268_1971-11-20_2014.jpg,male,5.219452652187226,Q311993,Joel_McHale,8118076.0
1630,Yuvraj Singh,14/438714_1981-12-12_2013.jpg,male,5.956775395493779,Q2723790,Yuvraj_Singh,8116142.0
1631,Werner Herzog,38/33138_1942-09-05_2009.jpg,male,3.33540417172416,Q44131,Werner_Herzog,8114963.0
1632,Traci Lords,79/179179_1968-05-07_2011.jpg,female,4.57132667740643,Q233118,Traci_Lords,8110252.0
1633,Colonel Tom Parker,13/943713_1909-06-26_1993.jpg,male,3.2757599293087525,Q533864,Colonel_Tom_Parker,8110191.0
1634,Melissa Joan Hart,64/148164_1976-04-18_2011.jpg,female,3.074199188718707,Q429777,Melissa_Joan_Hart,8105525.0
1635,Rhys Ifans,12/891112_1967-07-22_2011.jpg,male,4.631474980763956,Q215017,Rhys_Ifans,8103393.0
1636,Sasha Alexander,73/1011573_1973-05-17_2012.jpg,female,4.99676667289527,Q231730,Sasha_Alexander,8099376.0
1637,Patti Smith,95/22995_1946-12-30_2006.jpg,female,2.6394369090310903,Q557,Patti_Smith,8096783.0
1638,Ken Jennings,73/753973_1974-05-23_2007.jpg,male,5.071925906880207,Q186,Ken_Jennings,8090741.0
1639,Laurence Fox,89/3001089_1978-05-26_2008.jpg,male,2.853352652659907,Q1189353,Laurence_Fox,8087932.0
1640,Max von Sydow,96/76496_1929-04-10_2006.jpg,male,2.011252285241383,Q203215,Max_von_Sydow,8082342.0
1641,John Turturro,77/308577_1957-02-28_2009.jpg,male,4.062298825704508,Q244234,John_Turturro,8080735.0
1642,Bradley Whitford,71/691771_1959-10-10_2006.jpg,male,5.388814285673083,Q352180,Bradley_Whitford,8073997.0
1643,Danica McKellar,89/146089_1975-01-03_2007.jpg,female,4.507345184611569,Q242949,Danica_McKellar,8070214.0
1644,Anupam Kher,49/442949_1955-03-07_2012.jpg,male,4.41120242760425,Q560163,Anupam_Kher,8065662.0
1645,Kurt Vonnegut,61/16861_1922-11-11_1972.jpg,male,3.2356479679690544,Q49074,Kurt_Vonnegut,8063074.0
1646,Elizabeth Gillies,93/19682193_1993-07-26_2015.jpg,female,4.261676517171268,Q230209,Elizabeth_Gillies,8059514.0
1647,Michael Crichton,62/20762_1942-10-23_2002.jpg,male,4.216356595942936,Q172140,Michael_Crichton,8055510.0
1648,Blake Jenner,64/36576064_1992-08-27_2013.jpg,male,2.7025674213568007,Q40638,Blake_Jenner,8048885.0
1649,Gary Coleman,30/12230_1968-02-08_2007.jpg,male,2.195696625115427,Q313367,Gary_Coleman,8029386.0
1650,Gemini Ganesan,03/2056103_1920-11-17_1947.jpg,male,2.2433448500532096,Q785011,Gemini_Ganesan,8024163.0
1651,Travis Kelce,54/38384954_1989-10-05_2014.jpg,male,2.7386242235543623,Q7836292,Travis_Kelce,8023910.0
1652,Tony Hawk,74/87474_1968-05-12_2006.jpg,male,5.553826134141189,Q295020,Tony_Hawk,8018033.0
1653,Jerry West,63/331363_1938-05-28_2010.jpg,male,3.734756492467128,Q311195,Jerry_West,8012651.0
1654,Bruce Dern,85/299085_1936-06-04_2015.jpg,male,2.7489969982017954,Q357001,Bruce_Dern,8009857.0
1655,Ed Skrein,48/37746148_1983-03-29_2015.jpg,male,5.117924247869559,Q5335413,Ed_Skrein,8007556.0
1656,Annie Potts,30/180230_1952-10-28_1989.jpg,female,3.726116866946802,Q253536,Annie_Potts,8006265.0
1657,John Oliver,41/4361541_1977-04-23_2011.jpg,male,5.038068064458912,Q1701254,John_Oliver,8004586.0
1658,Mike Krzyzewski,34/421034_1947-02-13_2013.jpg,male,2.606924535627921,Q434909,Mike_Krzyzewski,8001746.0
1659,Madhubala,04/528704_1933-02-14_1949.jpg,female,3.372548701096256,Q36881,Madhubala,7999855.0
1660,George Best,81/426381_1946-05-22_1976.jpg,male,4.987792129219304,Q164521,George_Best,7995055.0
1661,Henry Rollins,20/13820_1961-02-13_2010.jpg,male,4.00844305205298,Q318509,Henry_Rollins,7994166.0
1662,AnnaSophia Robb,70/1991570_1993-12-08_2013.jpg,female,5.117065318323369,Q105695,AnnaSophia_Robb,7991104.0
1663,Matthew Lillard,21/904921_1970-01-24_2012.jpg,male,2.692882708443965,Q29086,Matthew_Lillard,7988044.0
1664,Tyler Posey,96/13029296_1991-10-18_2013.jpg,male,4.839319212266714,Q324753,Tyler_Posey,7983707.0
1665,Chace Crawford,57/7176557_1985-07-18_2012.jpg,male,5.249310121379479,Q297064,Chace_Crawford,7980689.0
1666,Valentino Rossi,06/180306_1979-02-16_2010.jpg,male,5.546383605492332,Q169814,Valentino_Rossi,7979276.0
1667,Susan Boyle,44/22378444_1961-04-01_2013.jpg,female,1.919156038189252,Q83493,Susan_Boyle,7979062.0
1668,DeMarcus Cousins,40/22556240_1990-08-13_2012.jpg,male,1.750351077895512,Q464312,DeMarcus_Cousins,7967933.0
1669,Frank Grillo,86/5624986_1965-06-08_2014.jpg,male,4.844696413442096,Q918616,Frank_Grillo,7965422.0
1670,R. Madhavan,68/2822968_1970-06-01_2011.jpg,male,3.827847852295048,Q729982,R._Madhavan,7964875.0
1671,Chris Gardner,80/41535680_1954-02-09_2007.jpg,male,1.901386649704156,Q381471,Chris_Gardner,7953964.0
1672,Xherdan Shaqiri,23/23598923_1991-10-10_2014.jpg,male,5.256460115616012,Q252190,Xherdan_Shaqiri,7951922.0
1673,Marlene Dietrich,25/145325_1901-12-27_1951.jpg,female,4.322768446380526,Q4612,Marlene_Dietrich,7950297.0
1674,Jason Derulo,74/16195374_1989-09-21_2010.jpg,male,5.4676297620726,Q243639,Jason_Derulo,7948249.0
1675,Huma Abedin,79/12740179_1976-07-28_2010.jpg,female,4.112782228393064,Q469222,Huma_Abedin,7944548.0
1676,Peter Phillips,55/386255_1977-11-15_2012.jpg,male,0.9282866968409924,Q344908,Peter_Phillips,7940128.0
1677,Joe Frazier,28/153828_1944-01-12_2010.jpg,male,3.832166064192304,Q102301,Joe_Frazier,7939722.0
1678,Wes Bentley,81/535081_1978-09-04_2012.jpg,male,3.53811485872571,Q368037,Wes_Bentley,7935241.0
1679,Kimi Räikkönen,56/234756_1979-10-17_2013.jpg,male,4.390411393824462,Q11192,Kimi_Räikkönen,7923273.0
1680,Joanne Woodward,43/193843_1930-02-27_1960.jpg,female,5.083343142725839,Q1111542,Joanne_Woodward,7922592.0
1681,Tom Clancy,82/1038582_1924-10-29_1956.jpg,male,3.370899700074613,Q105167,Tom_Clancy,7920207.0
1682,Adam McKay,88/1184588_1968-04-17_2015.jpg,male,2.8401109290233366,Q350405,Adam_McKay,7914898.0
1683,Gloria Steinem,78/299078_1934-03-25_2011.jpg,female,3.708949365386799,Q231178,Gloria_Steinem,7914591.0
1684,Brandi Carlile,33/2476333_1981-06-01_2010.jpg,female,2.7691186330504305,Q164060,Brandi_Carlile,7910386.0
1685,Robert Griffin III,92/20554592_1990-02-12_2014.jpg,male,3.4625497943920327,Q617158,Robert_Griffin_III,7909515.0
1686,John C. Reilly,43/564143_1965-05-24_2009.jpg,male,3.555078586303395,Q223110,John_C._Reilly,7901976.0
1687,Ed Westwick,51/12423551_1987-06-27_2010.jpg,male,5.772716632294751,Q297198,Ed_Westwick,7898758.0
1688,Paul Anka,91/100691_1941-07-30_2007.jpg,male,2.135898942995504,Q216563,Paul_Anka,7895847.0
1689,Tatum O'Neal,04/489204_1963-11-05_2014.jpg,female,3.70537921719649,Q230138,Tatum_O'Neal,7894775.0
1690,Emily Watson,84/521984_1967-01-14_2007.jpg,female,3.9123147416968673,Q229535,Emily_Watson,7894132.0
1691,Matthew Modine,11/542511_1959-03-22_2012.jpg,male,2.4189021404015407,Q318249,Matthew_Modine,7884302.0
1692,Ciarán Hinds,86/2371086_1953-02-09_2008.jpg,male,4.894200151768779,Q314892,Ciarán_Hinds,7884224.0
1693,Rosie O'Donnell,05/44205_1962-03-21_2006.jpg,female,5.48508806742381,Q272929,Rosie_O'Donnell,7883183.0
1694,Lorraine Bracco,84/524384_1954-10-02_2007.jpg,female,4.689066649766961,Q229319,Lorraine_Bracco,7881017.0
1695,Howie Mandel,43/653643_1955-11-29_2007.jpg,male,4.2409742776414125,Q1190974,Howie_Mandel,7878717.0
1696,Tom Morello,94/213394_1964-05-30_2006.jpg,male,2.305643717600933,Q297552,Tom_Morello,7876961.0
1697,Shaun White,22/1218122_1986-09-03_2008.jpg,male,4.7817817245963,Q288656,Shaun_White,7876338.0
1698,Shahid Khan,88/26167388_1950-07-18_2014.jpg,male,3.2495499732165887,Q2276408,Shahid_Khan,7872320.0
1699,Tara Reid,63/685663_1975-11-08_2014.jpg,female,5.137338332733466,Q211082,Tara_Reid,7863118.0
1700,Gary Sinise,76/524276_1955-03-17_2011.jpg,male,4.791864919621027,Q180272,Gary_Sinise,7862922.0
1701,Tammy Faye Messner,81/271181_1942-03-07_2004.jpg,female,4.4360931472934295,Q454364,Tammy_Faye_Messner,7860479.0
1702,Noel Gallagher,61/194961_1967-05-29_2012.jpg,male,0.9803234103041332,Q193459,Noel_Gallagher,7860079.0
1703,Ellen Barkin,47/635247_1954-04-16_2007.jpg,female,3.5064722313385626,Q229234,Ellen_Barkin,7859328.0
1704,Ming-Na Wen,07/697107_1963-11-20_2014.jpg,female,5.546073911179002,Q254205,Ming-Na_Wen,7858441.0
1705,Don Lemon,55/7227755_1966-03-01_2013.jpg,male,5.087508438539091,Q5292992,Don_Lemon,7855899.0
1706,Sean Young,20/748520_1959-11-20_2007.jpg,female,5.037396319928504,Q230736,Sean_Young,7851832.0
1707,Jason Alexander,80/16480_1959-09-23_2006.jpg,male,2.791757200675094,Q311754,Jason_Alexander,7850404.0
1708,Samuel Eto'o,79/1303679_1981-03-10_2011.jpg,male,3.369715584670797,Q1255625,Samuel_Eto'o,7836502.0
1709,Edie Falco,37/210837_1963-07-05_2010.jpg,female,4.467702363147762,Q229034,Edie_Falco,7833273.0
1710,Natascha McElhone,79/474079_1971-12-14_2009.jpg,female,4.521591553438895,Q229237,Natascha_McElhone,7832722.0
1711,William Fichtner,57/2184757_1956-11-27_2011.jpg,male,4.716333873330942,Q220335,William_Fichtner,7829243.0
1712,Ray J,24/1352924_1981-01-17_2011.jpg,male,5.241003249633252,Q542267,Ray_J,7820146.0
1713,Sean Hannity,83/317383_1961-12-30_2015.jpg,male,4.636254055075488,Q557730,Sean_Hannity,7812017.0
1714,Swizz Beatz,16/1934516_1978-09-13_2007.jpg,male,1.1709586817877642,Q240523,Swizz_Beatz,7810845.0
1715,John Rhys-Davies,01/177801_1944-05-05_2014.jpg,male,3.3148630063797184,Q16455,John_Rhys-Davies,7810581.0
1716,Jeff Beck,89/105389_1944-06-24_2009.jpg,male,1.531248692084645,Q192474,Jeff_Beck,7806130.0
1717,Jack Antonoff,14/37591914_1984-03-31_2012.jpg,male,1.2868479609129164,Q151304,Jack_Antonoff,7792864.0
1718,Lily Rabe,15/2409115_1982-06-29_2013.jpg,female,3.9195549456957073,Q349312,Lily_Rabe,7792206.0
1719,Edward Furlong,05/538605_1977-08-02_2010.jpg,male,3.297354398911462,Q309631,Edward_Furlong,7789714.0
1720,Anthony Perkins,95/167595_1932-04-04_1960.jpg,male,4.297985474843745,Q193146,Anthony_Perkins,7786223.0
1721,Elliott Gould,12/624312_1938-08-29_1986.jpg,male,2.422486088688293,Q314805,Elliott_Gould,7777720.0
1722,Isaiah Thomas,58/21374258_1989-02-07_2013.jpg,male,3.6771714669294098,Q6080796,Isiah_Thomas,7776937.0
1723,Jonathan Banks,46/1692346_1947-01-31_2012.jpg,male,2.603873640401212,Q198638,Jonathan_Banks,7769447.0
1724,Beck,81/149681_1970-07-08_2006.jpg,male,1.832999020576544,Q11901,Beck,7764174.0
1725,Albert Camus,83/983_1913-11-07_1957.jpg,male,3.685241975532519,Q34670,Albert_Camus,7761669.0
1726,Candice Bergen,03/313503_1946-05-09_1993.jpg,female,4.099932946324474,Q106942,Candice_Bergen,7760082.0
1727,Jim Henson,28/16228_1936-09-24_1989.jpg,male,3.0466215419106435,Q191037,Jim_Henson,7757816.0
1728,Mia Malkova,82/41266682_1992-07-01_2014.jpg,female,5.331240858106709,Q15576453,Mia_Malkova,7754383.0
1729,Michiel Huisman,30/8347530_1981-07-18_2015.jpg,male,4.960141897570921,Q2262485,Michiel_Huisman,7752617.0
1730,Danielle Panabaker,47/1078147_1987-09-19_2015.jpg,female,5.258898177307436,Q230461,Danielle_Panabaker,7733712.0
1731,Meghan McCain,37/16803137_1984-10-23_2011.jpg,female,4.1485487879517,Q461063,Meghan_McCain,7731796.0
1732,Parineeti Chopra,33/33591033_1988-10-22_2014.jpg,female,3.656956060901394,Q2995813,Parineeti_Chopra,7730277.0
1733,Missy Peregrym,35/2357835_1982-06-16_2014.jpg,female,3.7342528084969313,Q236582,Missy_Peregrym,7717167.0
1734,Spike Jonze,42/26942_1969-10-22_2013.jpg,male,3.9496632305479817,Q259913,Spike_Jonze,7710043.0
1735,Kirk Cameron,64/20398264_1970-10-12_2012.jpg,male,3.840042024936342,Q471858,Kirk_Cameron,7704807.0
1736,Prithviraj Sukumaran,12/4839312_1982-10-16_2009.jpg,male,5.250441893381156,Q3595178,Prithviraj_Sukumaran,7704494.0
1737,Sarah Rafferty,04/33002004_1972-12-06_2013.jpg,female,4.67034956754002,Q4391041,Sarah_Rafferty,7699217.0
1738,Robert Mitchum,03/87603_1917-08-06_1949.jpg,male,3.834945564032496,Q16472,Robert_Mitchum,7694940.0
1739,Ares,89/27394289_1980-01-12_2010.jpg,male,2.15551689704628,Q40901,Ares,7692705.0
1740,Richard Dawson,93/228293_1932-11-20_1968.jpg,male,4.4982046124602375,Q1354328,Richard_Dawson,7688974.0
1741,Wayne Brady,97/524997_1972-06-02_2010.jpg,male,2.4310052854583515,Q1397155,Wayne_Brady,7687696.0
1742,Nick Cave,36/87536_1957-09-22_2012.jpg,male,2.287647368763952,Q192668,Nick_Cave,7685555.0
1743,Marie Osmond,75/728775_1959-10-13_1990.jpg,female,2.4004147275434184,Q465641,Marie_Osmond,7676107.0
1744,Rajon Rondo,64/4643464_1986-02-22_2010.jpg,male,3.2434068617413354,Q274469,Rajon_Rondo,7673824.0
1745,RZA,68/39177668_1969-07-05_2009.jpg,male,3.982917648891696,Q52447,RZA,7672494.0
1746,Jemaine Clement,89/4062489_1974-01-10_2010.jpg,male,2.3410732492260578,Q439315,Jemaine_Clement,7658404.0
1747,Alfie Allen,54/6124854_1986-09-12_2015.jpg,male,4.463895721805088,Q552026,Alfie_Allen,7649824.0
1748,Julian Lennon,82/16382_1963-04-08_2010.jpg,male,3.2549533550872427,Q357974,Julian_Lennon,7644154.0
1749,Arjen Robben,33/756433_1984-01-23_2012.jpg,male,3.0132950714095337,Q43913,Arjen_Robben,7634936.0
1750,Damon Albarn,97/100097_1968-03-23_2010.jpg,male,4.297714671315127,Q272069,Damon_Albarn,7633296.0
1751,Vincent Kartheiser,76/2204976_1979-05-05_2014.jpg,male,5.0039109617579935,Q445116,Vincent_Kartheiser,7632298.0
1752,Ryan O'Neal,20/161920_1941-04-20_1968.jpg,male,4.745432504290339,Q272923,Ryan_O'Neal,7626657.0
1753,Nick Lachey,75/762775_1973-11-09_2012.jpg,male,3.929548633723729,Q356109,Nick_Lachey,7625378.0
1754,Rene Russo,64/226564_1954-02-17_2011.jpg,female,2.442129292345194,Q229612,Rene_Russo,7624487.0
1755,Lady Louise Windsor,87/380387_2003-11-08_2013.jpg,female,3.767253369946792,Q680304,Lady_Louise_Windsor,7616105.0
1756,Alexis Texas,42/19760542_1985-05-25_2011.jpg,female,5.548734155910323,Q35977,Alexis_Texas,7608940.0
1757,Boney Kapoor,67/2333967_1955-04-22_2012.jpg,male,0.9728819601358716,Q994657,Boney_Kapoor,7606477.0
1758,Peter Capaldi,63/3730063_1958-04-14_2015.jpg,male,5.150837346134599,Q732661,Peter_Capaldi,7606103.0
1759,George Strait,79/169979_1952-05-18_2014.jpg,male,1.9702659873706472,Q366584,George_Strait,7605470.0
1760,Giada De Laurentiis,54/1645054_1970-08-22_2010.jpg,female,3.1262800411802174,Q166216,Giada_De_Laurentiis,7604801.0
1761,Bob Hope,92/161292_1903-05-29_1978.jpg,male,2.637754713086532,Q94081,Bob_Hope,7603473.0
1762,Lil' Kim,70/215670_1974-07-11_2014.jpg,female,4.324871951988637,Q229379,Lil'_Kim,7598601.0
1763,Tyler Hoechlin,44/342744_1987-09-11_2014.jpg,male,4.175189484354677,Q432739,Tyler_Hoechlin,7596910.0
1764,Stephen Sondheim,68/29268_1930-03-22_1976.jpg,male,1.5630184536378142,Q153579,Stephen_Sondheim,7588259.0
1765,Chyler Leigh,82/1718782_1982-04-10_2011.jpg,female,2.0821190453566985,Q230765,Chyler_Leigh,7573483.0
1766,Method Man,80/211080_1971-03-02_2010.jpg,male,1.8996638594603013,Q298694,Method_Man,7573479.0
1767,Brigitte Bardot,45/3845_1934-09-28_1962.jpg,female,1.6861501366747382,Q36268,Brigitte_Bardot,7573361.0
1768,Joely Richardson,84/824684_1965-01-09_2011.jpg,female,4.623117840126479,Q234131,Joely_Richardson,7565804.0
1769,Jamie Oliver,64/262464_1975-05-27_2014.jpg,male,4.808930469386523,Q190051,Jamie_Oliver,7560983.0
1770,Tommy Morrison,86/217686_1969-01-02_2011.jpg,male,1.5709329202815934,Q467409,Tommy_Morrison,7558929.0
1771,Ali MacGraw,11/217811_1939-04-01_1972.jpg,female,4.105381829381943,Q229983,Ali_MacGraw,7556057.0
1772,Ryan Fitzpatrick,31/2334831_1982-11-24_2014.jpg,male,2.2869245304036254,Q920422,Ryan_Fitzpatrick,7555763.0
1773,Camila Alves,18/27284118_1982-01-28_2011.jpg,female,3.520559230907208,Q458809,Camila_Alves,7553642.0
1774,Taylor Schilling,49/23882849_1984-07-27_2014.jpg,female,4.564285600003459,Q269843,Taylor_Schilling,7550356.0
1775,Omar Sharif,30/189930_1932-04-10_1965.jpg,male,4.016429014944124,Q170515,Omar_Sharif,7527687.0
1776,Thora Birch,42/44442_1982-03-11_2006.jpg,female,5.357631965357012,Q236875,Thora_Birch,7511866.0
1777,Chloe Bennet,05/37981805_1992-04-18_2014.jpg,female,4.49564539491576,Q3208406,Chloe_Bennet,7510671.0
1778,René Angélil,87/442087_1942-01-16_2009.jpg,male,3.643671814124207,Q554560,René_Angélil,7508411.0
1779,David Niven,62/53762_1910-03-01_1973.jpg,male,4.638476770102213,Q181917,David_Niven,7506107.0
1780,Sissy Spacek,23/63523_1949-12-25_2011.jpg,female,3.297872478809884,Q190994,Sissy_Spacek,7501575.0
1781,James Cromwell,66/405166_1940-01-27_2010.jpg,male,2.606432231863049,Q299483,James_Cromwell,7501096.0
1782,Nate Dogg,17/327317_1969-08-19_2005.jpg,male,2.79066355304551,Q47159,Nate_Dogg,7496156.0
1783,Rodney Alcala,57/26528657_1943-08-23_1997.jpg,male,4.2850946149777,Q2658592,Rodney_Alcala,7494161.0
1784,Oliver Stone,51/21486951_1946-09-15_2013.jpg,male,3.575499557305397,Q179497,Oliver_Stone,7492767.0
1785,Paul George,30/27837030_1990-05-02_2014.jpg,male,4.418831434630287,Q973121,Paul_George,7488980.0
1786,Vanilla Ice,32/180532_1967-10-31_2007.jpg,male,3.944571592927697,Q313578,Vanilla_Ice,7487071.0
1787,Jim Belushi,46/430546_1954-06-15_2007.jpg,male,2.7336573930108234,Q107933,Jim_Belushi,7485672.0
1788,Maureen O'Hara,09/235309_1920-08-17_2014.jpg,female,3.250775939599329,Q229276,Maureen_O'Hara,7481136.0
1789,Dianna Agron,25/14206625_1986-04-30_2014.jpg,female,5.0121308719624365,Q228792,Dianna_Agron,7480082.0
1790,James Deen,66/21105366_1986-02-07_2010.jpg,male,3.4914750810261066,Q332641,James_Deen,7470070.0
1791,Hansika Motwani,83/6743683_1991-08-09_2013.jpg,female,3.3705498654297066,Q2086574,Hansika_Motwani,7468266.0
1792,Bar Refaeli,83/1229883_1985-06-04_2011.jpg,female,4.821553897438176,Q298197,Bar_Refaeli,7467075.0
1793,Thomas Tuchel,03/23866703_1973-08-29_2014.jpg,male,3.3452645887756822,Q702233,Thomas_Tuchel,7462263.0
1794,Sara Ramirez,05/1999305_1975-08-31_2008.jpg,female,3.950269420039878,Q40069,Sara_Ramirez,7460491.0
1795,Pau Gasol,93/156093_1980-07-06_2015.jpg,male,1.3853484031236545,Q193052,Pau_Gasol,7454946.0
1796,Stuart Townsend,71/967871_1972-12-15_2008.jpg,male,3.681447651803975,Q363525,Stuart_Townsend,7448644.0
1797,Craig Ferguson,35/1254035_1962-05-17_2013.jpg,male,4.450307226054688,Q72867,Craig_Ferguson,7443069.0
1798,Stana Katic,66/5912266_1978-04-26_2012.jpg,female,3.5389901342806778,Q229223,Stana_Katic,7442713.0
1799,James Milner,59/161459_1986-01-04_2014.jpg,male,2.685279065220974,Q191136,James_Milner,7441499.0
1800,Mauricio Pochettino,65/5682765_1972-03-02_2012.jpg,male,3.720745603394042,Q313000,Mauricio_Pochettino,7434706.0
1801,Aaron Sorkin,42/206442_1961-06-09_2013.jpg,male,4.3664646882612725,Q299194,Aaron_Sorkin,7423816.0
1802,Tanya Roberts,94/756494_1955-10-15_1983.jpg,female,2.264309784625688,Q232356,Tanya_Roberts,7419110.0
1803,Angie Dickinson,48/528748_1931-09-30_1982.jpg,female,4.620462866319084,Q235989,Angie_Dickinson,7415320.0
1804,Meagan Good,87/335787_1981-08-08_2012.jpg,female,3.9369977448876,Q257286,Meagan_Good,7412334.0
1805,Trent Reznor,40/144040_1965-05-17_2009.jpg,male,1.0582348113321396,Q282722,Trent_Reznor,7411739.0
1806,Fernando Alonso,90/240390_1981-07-29_2015.jpg,male,2.611282136996771,Q10514,Fernando_Alonso,7411707.0
1807,Kat Von D,89/6423289_1982-03-08_2011.jpg,female,1.092476895032325,Q234527,Kat_Von_D,7408651.0
1808,Jacinda Barrett,35/2271435_1972-08-02_2009.jpg,female,4.313409729013389,Q241268,Jacinda_Barrett,7407504.0
1809,Anni-Frid Lyngstad,68/180568_1945-11-15_2008.jpg,female,5.473033229760098,Q201908,Anni-Frid_Lyngstad,7405449.0
1810,Debra Messing,87/350387_1968-08-15_2014.jpg,female,3.6110274387154977,Q228739,Debra_Messing,7405388.0
1811,Stephen Graham,55/3798455_1982-06-11_2011.jpg,male,1.96768401211008,Q442547,Stephen_Graham,7399961.0
1812,Skrillex,27/34016927_1988-01-15_2011.jpg,male,2.729365913029717,Q19004,Skrillex,7398334.0
1813,Mick Foley,87/305487_1965-06-07_2008.jpg,male,1.850063117596715,Q10731,Mick_Foley,7396689.0
1814,Alicia Witt,80/623580_1975-08-21_2012.jpg,female,3.466095202297067,Q236247,Alicia_Witt,7395060.0
1815,Pam Grier,24/1046324_1949-05-26_2012.jpg,female,3.323621005247433,Q233862,Pam_Grier,7383607.0
1816,André 3000,49/619749_1975-05-27_2007.jpg,male,0.7366082362665335,Q448837,André_3000,7382068.0
1817,Natalie Cole,82/423882_1950-02-06_2013.jpg,female,3.4682407859204885,Q231942,Natalie_Cole,7373576.0
1818,David Byrne,95/81795_1952-05-14_2006.jpg,male,1.085054342739861,Q336640,David_Byrne,7372352.0
1819,Alia Shawkat,15/151915_1989-04-18_2011.jpg,female,0.8686230031080081,Q466051,Alia_Shawkat,7368164.0
1820,Susan Downey,73/22085673_1973-11-06_2014.jpg,male,4.930839226971434,Q433157,Susan_Downey,7364736.0
1821,Tippi Hedren,44/287444_1930-01-19_1965.jpg,female,3.806818042024274,Q142546,Tippi_Hedren,7359964.0
1822,Sam Waterston,18/168518_1940-11-15_2013.jpg,male,4.75662357140604,Q284876,Sam_Waterston,7354892.0
1823,Melanie C,75/262475_1974-01-12_2014.jpg,female,2.394524731686359,Q151830,Melanie_C,7346995.0
1824,Michelle Trachtenberg,04/256004_1985-10-11_2008.jpg,female,3.375034578428717,Q229528,Michelle_Trachtenberg,7343806.0
1825,Michael Jai White,49/3213549_1967-11-10_2012.jpg,male,4.220987723735693,Q248915,Michael_Jai_White,7341267.0
1826,Jack Lemmon,21/15821_1925-02-08_1968.jpg,male,4.36131976528363,Q94123,Jack_Lemmon,7328406.0
1827,Dean Cain,65/564565_1966-07-31_2014.jpg,male,5.914673496533818,Q313788,Dean_Cain,7327521.0
1828,Derek Hough,91/12225091_1985-05-17_2011.jpg,male,5.739890033037771,Q1189327,Derek_Hough,7325628.0
1829,Michael Rooker,47/651347_1955-04-06_2015.jpg,male,2.257257717171912,Q525065,Michael_Rooker,7319402.0
1830,Steve Burns,39/453339_1973-10-09_2009.jpg,male,1.74872051232026,Q456219,Steve_Burns,7317114.0
1831,Annie Lennox,21/241721_1954-12-25_2010.jpg,female,3.1957826198286883,Q151231,Annie_Lennox,7315996.0
1832,Heather O'Rourke,11/804611_1975-12-27_1982.jpg,female,3.109929477645373,Q230965,Heather_O'Rourke,7304267.0
1833,Merle Haggard,41/169941_1937-04-06_2013.jpg,male,1.860254538516101,Q183092,Merle_Haggard,7302701.0
1834,Roger Ebert,08/50908_1942-06-18_2007.jpg,male,2.6212833386474856,Q212173,Roger_Ebert,7302429.0
1835,Sally Hawkins,49/5139049_1976-04-27_2014.jpg,female,3.810469194755773,Q233563,Sally_Hawkins,7300269.0
1836,Jimmy Smits,65/393065_1955-07-09_2010.jpg,male,4.359332946151867,Q73416,Jimmy_Smits,7296797.0
1837,Ray Allen,58/882558_1975-07-20_2014.jpg,male,1.9624077202333976,Q208623,Ray_Allen,7294191.0
1838,David Icke,62/8759562_1952-04-29_2008.jpg,male,1.7963715763231447,Q333118,David_Icke,7288961.0
1839,Mia Wasikowska,13/15775613_1989-10-14_2015.jpg,female,5.337553476242578,Q228865,Mia_Wasikowska,7282448.0
1840,Corey Taylor,44/414744_1973-12-08_2010.jpg,male,1.3797755827432048,Q295120,Corey_Taylor,7279008.0
1841,Virginia Vallejo,15/23355115_1949-08-26_1987.jpg,female,5.258402860104578,Q7934646,Virginia_Vallejo,7273626.0
1842,Roy Keane,61/413261_1971-08-10_2014.jpg,male,4.556623738386795,Q188632,Roy_Keane,7272099.0
1843,Missy Elliott,19/180519_1971-07-01_2010.jpg,female,0.8131651715917714,Q155079,Missy_Elliott,7268888.0
1844,Richard Dawkins,67/25867_1941-03-26_2010.jpg,male,3.390064903928864,Q44461,Richard_Dawkins,7260444.0
1845,Keith Moon,91/16991_1946-08-23_1975.jpg,male,3.203760046042347,Q211696,Keith_Moon,7257063.0
1846,Jesse McCartney,16/1778716_1987-04-09_2010.jpg,male,5.544041018462144,Q191842,Jesse_McCartney,7253545.0
1847,Amy Ryan,51/2439651_1968-05-03_2008.jpg,female,3.1904300167731536,Q231203,Amy_Ryan,7250309.0
1848,Mark-Paul Gosselaar,18/527018_1974-03-01_2008.jpg,male,3.544181950169333,Q719330,Mark-Paul_Gosselaar,7250278.0
1849,Daniel Sturridge,97/4877697_1989-09-01_2013.jpg,male,2.644848076164881,Q222231,Daniel_Sturridge,7247823.0
1850,Kevin Love,55/6220455_1988-09-07_2014.jpg,male,3.7286216123084257,Q297221,Kevin_Love,7243573.0
1851,Karlie Kloss,06/16284906_1992-08-03_2011.jpg,female,3.426745580602044,Q292749,Karlie_Kloss,7239316.0
1852,Kyle MacLachlan,57/16757_1959-02-22_2011.jpg,male,4.154815936544897,Q207506,Kyle_MacLachlan,7237921.0
1853,Sanaa Lathan,61/736461_1971-09-19_2011.jpg,female,5.11518802681579,Q241783,Sanaa_Lathan,7235809.0
1854,Steve Coogan,02/266402_1965-10-14_2013.jpg,male,4.371383789400429,Q316709,Steve_Coogan,7231440.0
